gene_id_base	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds
ENSMUSG00000001566	Mnx1	ENSMUST00000165512.4	0	0	4	0	0	0	838	195	1212
ENSMUSG00000001569	Nom1	ENSMUST00000001611.11	276	0	601	106	0	416	6643	14	2562
ENSMUSG00000001576	Ergic1	ENSMUST00000167662.8	410	13	156	246	18	308	1760	124	870
ENSMUSG00000001583	Tnk1	ENSMUST00000001626.10	14	0	31	41	13	186	600	180	1998
ENSMUSG00000001588	Acap1	ENSMUST00000001631.7	0	0	54	3	2	148	61	201	2220
ENSMUSG00000001604	Tcea3	ENSMUST00000102533.11	57	0	589	41	57	651	113	97	1041
ENSMUSG00000001622	Csn3	ENSMUST00000113271.3	0	0	0	0	0	0	1004	49	543
ENSMUSG00000001627	Ifrd1	ENSMUST00000001672.12	22	2	803	50	63	410	1798	233	1347
ENSMUSG00000001630	Stk38l	ENSMUST00000001675.14	259	0	18	132	10	83	3094	64	1392
ENSMUSG00000001632	Brpf1	ENSMUST00000113117.4	80	19	294	47	17	388	678	124	3738
ENSMUSG00000001642	Akr1b3	ENSMUST00000102980.11	35	11	60	392	28	1670	366	73	948
ENSMUSG00000001655	Hoxc13	ENSMUST00000001700.7	14	0	0	1	0	2	1392	85	984
ENSMUSG00000001656	Hoxc11	ENSMUST00000001701.4	0	0	0	0	0	0	1010	99	912
ENSMUSG00000001657	Hoxc8	ENSMUST00000001703.8	6	0	0	0	0	0	969	173	726
ENSMUSG00000001661	Hoxc6	ENSMUST00000001711.6	0	0	0	0	0	0	843	33	705
ENSMUSG00000001663	Gstt1	ENSMUST00000001713.10	2	0	18	5	4	37	229	88	720
ENSMUSG00000001665	Gstt3	ENSMUST00000001715.10	202	0	44	47	7	69	701	456	723
ENSMUSG00000001666	Ddt	ENSMUST00000001716.8	119	0	148	167	30	281	204	91	354
ENSMUSG00000001670	Tat	ENSMUST00000001720.14	0	0	0	4	0	0	917	96	1362
ENSMUSG00000001672	Marveld3	ENSMUST00000051430.7	39	0	66	8	1	12	1223	96	1128
ENSMUSG00000001674	Ddx18	ENSMUST00000001724.12	22	24	244	72	94	1848	164	114	1980
ENSMUSG00000001687	Ubl3	ENSMUST00000079324.14	297	84	172	231	82	141	1503	683	351
ENSMUSG00000001700	Gramd3	ENSMUST00000070166.6	34	0	93	12	2	39	1166	143	1296
ENSMUSG00000001707	Eef1e1	ENSMUST00000001757.9	279	26	334	121	6	311	1966	65	522
ENSMUSG00000001729	Akt1	ENSMUST00000001780.10	20	1	102	32	8	138	880	370	1440
ENSMUSG00000001739	Cldn15	ENSMUST00000001790.6	0	0	0	0	1	0	931	238	681
ENSMUSG00000001741	Il16	ENSMUST00000001792.12	0	0	0	0	0	0	1067	227	3966
ENSMUSG00000001750	Tcirg1	ENSMUST00000126070.9	0	0	47	1	1	105	67	472	2502
ENSMUSG00000001751	Naglu	ENSMUST00000001802.10	0	0	53	0	0	19	230	113	2217
ENSMUSG00000001755	Coasy	ENSMUST00000107308.4	34	8	150	19	16	201	312	385	1689
ENSMUSG00000001761	Smo	ENSMUST00000001812.5	62	0	108	37	2	92	1083	317	2379
ENSMUSG00000001763	Tspan33	ENSMUST00000046750.14	31	0	34	12	2	16	924	221	849
ENSMUSG00000001767	Crnkl1	ENSMUST00000001818.5	144	6	1150	5	20	367	948	410	2070
ENSMUSG00000001768	Rin2	ENSMUST00000094480.11	77	0	25	12	6	38	1696	387	2574
ENSMUSG00000001773	Folh1	ENSMUST00000001824.7	0	0	18	0	0	0	685	184	2256
ENSMUSG00000001774	Chordc1	ENSMUST00000001825.9	866	23	818	221	23	260	4524	272	993
ENSMUSG00000001783	Rtcb	ENSMUST00000001834.4	250	4	742	224	30	1097	378	116	1515
ENSMUSG00000001785	Pwp1	ENSMUST00000001836.11	118	0	423	184	13	771	957	112	1503
ENSMUSG00000001786	Fbxo7	ENSMUST00000130320.8	178	0	153	34	2	106	3768	51	1569
ENSMUSG00000001794	Capns1	ENSMUST00000126116.3	453	14	628	754	159	1495	567	58	804
ENSMUSG00000001802	Lrp3	ENSMUST00000122409.8	6	0	2	6	8	17	1207	570	2370
ENSMUSG00000001804	Dsg4	ENSMUST00000019426.5	0	0	0	0	0	0	221	134	3123
ENSMUSG00000001815	Evx2	ENSMUST00000173623.2	0	0	0	0	0	0	3	0	1425
ENSMUSG00000001819	Hoxd13	ENSMUST00000001872.5	0	0	0	0	0	2	1466	0	1017
ENSMUSG00000001823	Hoxd12	ENSMUST00000001878.6	4	0	0	0	0	0	1656	74	804
ENSMUSG00000001827	Folr1	ENSMUST00000106986.9	0	13	131	8	49	125	136	385	765
ENSMUSG00000001829	Clpb	ENSMUST00000001884.14	76	32	1526	42	4	488	2418	178	2031
ENSMUSG00000001833	Septin7	ENSMUST00000165594.4	331	7	742	164	20	391	1017	188	1311
ENSMUSG00000001844	Zdhhc4	ENSMUST00000001900.9	0	7	120	2	31	71	56	279	1029
ENSMUSG00000001847	Rac1	ENSMUST00000080537.14	557	1	322	320	33	538	3344	239	576
ENSMUSG00000001855	Nup214	ENSMUST00000065398.13	45	17	861	26	15	1046	222	128	6255
ENSMUSG00000001864	Aif1l	ENSMUST00000001920.13	0	1	40	13	0	5	2455	212	450
ENSMUSG00000001865	Cpa3	ENSMUST00000001921.3	0	0	0	0	0	0	188	10	1251
ENSMUSG00000001870	Ltbp1	ENSMUST00000135447.8	0	0	80	0	0	29	0	172	2942
ENSMUSG00000001891	Ugp2	ENSMUST00000102875.11	46	41	308	17	7	135	887	272	1524
ENSMUSG00000001901	Kcnh6	ENSMUST00000001965.14	20	0	23	12	0	30	488	30	2850
ENSMUSG00000001909	Trmt1	ENSMUST00000001974.11	0	0	319	14	28	766	47	531	1989
ENSMUSG00000001910	Nacc1	ENSMUST00000001975.6	815	1	228	838	16	1038	2566	236	1542
ENSMUSG00000001911	Nfix	ENSMUST00000109764.8	11	0	7	6	0	0	3954	40	1482
ENSMUSG00000001918	Slc1a5	ENSMUST00000108496.9	207	3	354	35	32	209	538	561	1665
ENSMUSG00000001924	Uba1	ENSMUST00000001989.9	9	18	4033	117	96	5391	669	228	3174
ENSMUSG00000001930	Vwf	ENSMUST00000112254.8	0	0	58	1	0	97	143	252	8439
ENSMUSG00000001942	Siae	ENSMUST00000215474.2	136	0	114	22	0	17	3134	190	1623
ENSMUSG00000001943	Vsig2	ENSMUST00000002008.7	0	0	7	0	0	9	62	120	984
ENSMUSG00000001946	Esam	ENSMUST00000002011.14	0	7	0	0	0	4	540	143	1182
ENSMUSG00000001948	Spa17	ENSMUST00000002013.11	0	0	17	0	4	7	53	196	447
ENSMUSG00000001962	Fam50a	ENSMUST00000114160.2	7	1	215	18	33	393	184	182	1017
ENSMUSG00000001964	Emd	ENSMUST00000002029.13	20	2	75	75	27	239	553	265	777
ENSMUSG00000001983	Taco1	ENSMUST00000002048.8	10	0	99	58	20	104	314	187	882
ENSMUSG00000001985	Grik3	ENSMUST00000030676.8	967	0	354	285	1	199	6085	131	2757
ENSMUSG00000001986	Gria3	ENSMUST00000076349.12	0	0	0	0	0	1	2267	261	2664
ENSMUSG00000001988	Npas1	ENSMUST00000210748.2	0	0	0	0	0	7	117	60	1782
ENSMUSG00000001995	Sipa1l2	ENSMUST00000108775.2	85	0	549	62	5	347	1085	114	5166
ENSMUSG00000001998	Ap4e1	ENSMUST00000002063.15	58	0	267	27	3	157	1210	24	3366
ENSMUSG00000001999	Blvra	ENSMUST00000002064.15	0	0	70	1	4	34	94	181	885
ENSMUSG00000002006	Pdzd4	ENSMUST00000002080.12	320	12	646	201	26	795	1026	628	2316
ENSMUSG00000002007	Srpk3	ENSMUST00000002081.6	0	0	0	0	0	0	240	46	1695
ENSMUSG00000002010	Idh3g	ENSMUST00000052761.9	0	0	310	73	18	893	110	42	1179
ENSMUSG00000002012	Pnck	ENSMUST00000002087.14	0	0	18	0	2	10	403	104	1029
ENSMUSG00000002014	Ssr4	ENSMUST00000002090.3	0	9	319	5	25	158	71	178	516
ENSMUSG00000002015	Bcap31	ENSMUST00000002091.6	421	193	1251	96	39	487	382	102	735
ENSMUSG00000002017	Fam98a	ENSMUST00000112507.4	141	15	260	155	11	270	1119	153	1545
ENSMUSG00000002020	Ltbp2	ENSMUST00000110254.9	4	3	0	1	0	1	1040	204	5358
ENSMUSG00000002028	Kmt2a	ENSMUST00000002095.11	1045	0	3398	197	0	691	4550	22	11889
ENSMUSG00000002031	Ift46	ENSMUST00000002099.11	41	66	183	88	71	263	2870	396	903
ENSMUSG00000002032	Tmem25	ENSMUST00000002100.8	0	0	0	1	0	3	1202	151	1095
ENSMUSG00000002033	Cd3g	ENSMUST00000002101.12	0	0	0	0	0	0	366	111	546
ENSMUSG00000002043	Trappc6a	ENSMUST00000002112.15	10	0	38	18	6	76	271	37	477
ENSMUSG00000002052	Supt6	ENSMUST00000002121.5	146	75	3952	232	125	3079	840	470	5178
ENSMUSG00000002055	Spag5	ENSMUST00000045026.4	13	13	1047	32	4	938	261	131	3495
ENSMUSG00000002057	Foxn1	ENSMUST00000108294.2	1	0	0	0	0	0	1177	93	1944
ENSMUSG00000002058	Unc119	ENSMUST00000002127.14	11	0	32	113	10	142	524	85	720
ENSMUSG00000002059	Rab34	ENSMUST00000108322.9	9	11	400	80	23	196	350	558	777
ENSMUSG00000002064	Sdf2	ENSMUST00000002133.9	112	14	269	58	7	239	361	250	657
ENSMUSG00000002068	Ccne1	ENSMUST00000108023.10	338	5	1307	621	152	1598	534	242	1224
ENSMUSG00000002076	Hsf2bp	ENSMUST00000002145.12	95	0	362	163	17	263	1837	16	1014
ENSMUSG00000002083	Bbc3	ENSMUST00000002152.13	36	5	2	28	5	20	974	261	579
ENSMUSG00000002100	Mybpc3	ENSMUST00000169776.2	3	0	15	2	0	7	304	25	3834
ENSMUSG00000002102	Psmc3	ENSMUST00000067663.14	152	45	1433	75	59	1416	71	239	1326
ENSMUSG00000002103	Acp2	ENSMUST00000002172.14	215	0	114	39	0	40	3361	26	1269
ENSMUSG00000002104	Rapsn	ENSMUST00000050323.6	13	0	24	4	0	8	214	156	1236
ENSMUSG00000002105	Slc39a13	ENSMUST00000073575.12	21	0	19	13	0	16	1115	271	1083
ENSMUSG00000002107	Celf2	ENSMUST00000114924.10	102	0	27	15	0	13	7122	38	1578
ENSMUSG00000002108	Nr1h3	ENSMUST00000111356.8	0	2	2	0	0	6	278	342	1335
ENSMUSG00000002109	Ddb2	ENSMUST00000028696.5	0	0	10	5	3	32	95	166	1296
ENSMUSG00000002111	Spi1	ENSMUST00000002180.8	0	0	0	0	1	3	365	853	816
ENSMUSG00000002129	Sf3a1	ENSMUST00000002198.4	718	15	1789	430	80	1589	2409	138	2373
ENSMUSG00000002147	Stat6	ENSMUST00000092074.12	187	0	55	170	4	179	979	285	2511
ENSMUSG00000002190	Clgn	ENSMUST00000002259.13	512	25	1051	59	13	77	1949	120	1833
ENSMUSG00000002204	Napsa	ENSMUST00000002274.10	0	0	141	0	1	91	67	236	1257
ENSMUSG00000002205	Vrk3	ENSMUST00000002275.15	27	4	92	38	13	230	308	302	1359
ENSMUSG00000002210	Smg9	ENSMUST00000002280.11	20	1	19	18	6	120	403	279	1560
ENSMUSG00000002221	Paxip1	ENSMUST00000002291.12	107	0	522	50	11	623	2411	271	3168
ENSMUSG00000002222	Rmnd5a	ENSMUST00000002292.15	993	4	348	237	13	128	4494	498	1173
ENSMUSG00000002227	Mov10	ENSMUST00000168015.8	101	4	537	96	30	1569	316	132	3012
ENSMUSG00000002228	Ppm1j	ENSMUST00000002298.7	1	0	95	12	0	213	169	31	1521
ENSMUSG00000002233	Rhoc	ENSMUST00000002303.12	96	9	125	38	6	88	419	204	579
ENSMUSG00000002240	Prr27	ENSMUST00000002310.8	0	0	0	0	0	0	63	218	1032
ENSMUSG00000002249	Tead3	ENSMUST00000114799.8	7	0	4	8	0	35	1048	5	1395
ENSMUSG00000002250	Ppard	ENSMUST00000002320.16	33	4	18	60	28	70	1628	329	1320
ENSMUSG00000002257	Def6	ENSMUST00000002327.6	11	0	34	9	0	83	322	65	1890
ENSMUSG00000002265	Peg3	ENSMUST00000051209.11	1344	22	1054	325	21	564	3617	364	4713
ENSMUSG00000002266	Zim1	ENSMUST00000002336.16	17	0	0	4	0	3	5657	299	1737
ENSMUSG00000002274	Metrn	ENSMUST00000165838.9	29	0	64	35	0	88	1757	121	873
ENSMUSG00000002279	Lmf1	ENSMUST00000116641.9	0	0	39	0	1	85	126	10	1722
ENSMUSG00000002280	Ciao3	ENSMUST00000002350.11	16	0	61	44	0	124	1081	46	1428
ENSMUSG00000002289	Angptl4	ENSMUST00000002360.17	186	2	120	33	8	107	1640	438	1230
ENSMUSG00000002297	Dbf4	ENSMUST00000171808.8	42	33	2956	26	30	672	209	204	1989
ENSMUSG00000002307	Daxx	ENSMUST00000170075.9	18	0	483	58	6	679	183	270	2220
ENSMUSG00000002308	Cd320	ENSMUST00000002379.15	104	5	485	80	14	240	1349	80	780
ENSMUSG00000002319	Ipo4	ENSMUST00000047131.16	18	0	679	77	11	1848	514	86	3246
ENSMUSG00000002320	Tm9sf1	ENSMUST00000122358.8	16	6	603	21	6	233	257	442	1818
ENSMUSG00000002324	Rec8	ENSMUST00000002395.8	0	29	54	2	22	152	37	374	1773
ENSMUSG00000002325	Irf9	ENSMUST00000130697.8	36	0	0	35	7	46	1002	260	1197
ENSMUSG00000002326	Gmpr2	ENSMUST00000002397.7	122	0	162	14	11	106	790	159	1044
ENSMUSG00000002329	Mdp1	ENSMUST00000002400.7	34	2	215	53	6	87	1107	134	492
ENSMUSG00000002332	Dhrs1	ENSMUST00000002403.10	95	5	133	12	18	140	267	271	939
ENSMUSG00000002341	Ncan	ENSMUST00000002412.9	150	0	168	9	1	33	3238	153	3804
ENSMUSG00000002342	Tmem161a	ENSMUST00000002413.15	180	0	192	60	0	118	1545	33	1440
ENSMUSG00000002343	Armc6	ENSMUST00000019679.12	201	3	87	53	15	168	496	363	1404
ENSMUSG00000002345	Borcs8	ENSMUST00000002418.15	14	5	57	10	6	55	213	237	360
ENSMUSG00000002346	Slc25a42	ENSMUST00000110127.8	21	4	6	30	3	9	2132	110	954
ENSMUSG00000002365	Snx9	ENSMUST00000002436.11	36	0	85	12	3	42	1340	206	1785
ENSMUSG00000002372	Ranbp3	ENSMUST00000002445.10	248	23	335	243	6	603	868	32	1473
ENSMUSG00000002379	Ndufa11	ENSMUST00000002452.8	4	15	129	26	8	461	43	73	429
ENSMUSG00000002384	Bmp8b	ENSMUST00000002457.2	10	0	5	5	1	5	1557	186	1197
ENSMUSG00000002393	Nr2f6	ENSMUST00000002466.9	114	9	47	26	28	103	359	689	1170
ENSMUSG00000002395	Use1	ENSMUST00000110054.8	0	1	153	1	16	264	26	137	810
ENSMUSG00000002396	Ocel1	ENSMUST00000002469.9	0	0	26	6	4	34	618	336	657
ENSMUSG00000002409	Dyrk1b	ENSMUST00000085901.13	5	0	3	3	2	39	374	273	1887
ENSMUSG00000002413	Braf	ENSMUST00000002487.15	665	0	186	90	0	80	7148	168	2412
ENSMUSG00000002416	Ndufb2	ENSMUST00000135671.8	5	0	27	42	8	149	4015	41	315
ENSMUSG00000002428	Hltf	ENSMUST00000002502.12	481	25	639	120	18	398	1769	177	3009
ENSMUSG00000002455	Prpf6	ENSMUST00000002529.7	3	13	1249	14	17	1137	89	142	2823
ENSMUSG00000002458	Rgs19	ENSMUST00000002532.9	6	3	19	33	9	82	688	175	648
ENSMUSG00000002459	Rgs20	ENSMUST00000002533.15	5	0	0	2	0	0	901	160	717
ENSMUSG00000002475	Abhd3	ENSMUST00000117726.9	5	0	13	1	0	3	647	22	1221
ENSMUSG00000002477	Snrpd1	ENSMUST00000002551.5	4058	79	238	59	156	492	363	138	357
ENSMUSG00000002486	Tchp	ENSMUST00000094441.11	66	0	50	54	4	56	1190	201	1491
ENSMUSG00000002489	Tiam1	ENSMUST00000002588.11	509	4	599	179	36	668	2013	503	4773
ENSMUSG00000002496	Tsc2	ENSMUST00000097373.2	1	0	867	24	2	1243	671	121	5226
ENSMUSG00000002500	Rpl3l	ENSMUST00000045186.11	0	0	3	1	0	2	90	223	720
ENSMUSG00000002504	Slc9a3r2	ENSMUST00000002572.6	28	0	55	60	0	63	948	177	1011
ENSMUSG00000002524	Puf60	ENSMUST00000100527.13	110	3	1125	129	65	1491	149	40	1692
ENSMUSG00000002546	Golga2	ENSMUST00000100194.10	166	0	609	102	3	395	1295	36	3042
ENSMUSG00000002550	Uck1	ENSMUST00000002625.15	41	0	13	63	4	76	1031	125	849
ENSMUSG00000002565	Scin	ENSMUST00000002640.6	0	0	0	0	0	3	730	120	2145
ENSMUSG00000002578	Ikzf4	ENSMUST00000221150.2	0	0	20	0	0	16	136	19	2058
ENSMUSG00000002580	Mien1	ENSMUST00000002655.8	88	3	186	94	9	167	357	45	345
ENSMUSG00000002588	Pon1	ENSMUST00000002663.12	0	0	0	0	0	0	251	197	1065
ENSMUSG00000002602	Axl	ENSMUST00000002677.11	10	0	21	19	1	14	1392	209	2664
ENSMUSG00000002603	Tgfb1	ENSMUST00000002678.10	0	9	103	7	10	89	138	867	1170
ENSMUSG00000002608	Ccdc97	ENSMUST00000002683.3	65	3	38	108	11	108	1890	122	1020
ENSMUSG00000002617	Zfp40	ENSMUST00000037057.14	11	6	46	4	6	18	1355	360	2388
ENSMUSG00000002625	Akap8l	ENSMUST00000050214.9	0	8	373	2	27	313	71	108	1923
ENSMUSG00000002633	Shh	ENSMUST00000002708.5	0	0	0	0	0	0	1043	493	1311
ENSMUSG00000002635	Pdcd2l	ENSMUST00000002710.10	0	0	488	1	11	278	185	18	1092
ENSMUSG00000002658	Gtf2f1	ENSMUST00000002733.7	0	5	423	1	29	558	25	168	1524
ENSMUSG00000002660	Clpp	ENSMUST00000002735.9	34	0	217	80	16	544	144	23	816
ENSMUSG00000002661	Alkbh7	ENSMUST00000002737.7	2	0	26	2	2	106	233	21	663
ENSMUSG00000002664	Pspn	ENSMUST00000002740.3	0	0	0	0	0	0	3	3	468
ENSMUSG00000002668	Dennd1c	ENSMUST00000011623.9	0	0	1	0	0	9	59	104	2358
ENSMUSG00000002679	Med6	ENSMUST00000161211.8	19	4	147	28	4	141	276	45	738
ENSMUSG00000002688	Prkd1	ENSMUST00000002765.9	12	0	27	2	0	4	774	125	2754
ENSMUSG00000002699	Lcp2	ENSMUST00000052413.12	0	1	0	0	0	0	1611	434	1599
ENSMUSG00000002718	Cse1l	ENSMUST00000002790.14	462	58	3553	310	155	1940	599	129	2913
ENSMUSG00000002728	Naa20	ENSMUST00000110000.8	177	4	155	115	8	177	539	69	534
ENSMUSG00000002731	Prkra	ENSMUST00000002808.7	30	0	37	7	9	31	516	159	939
ENSMUSG00000002732	Fkbp7	ENSMUST00000002809.14	0	0	19	0	0	7	150	56	654
ENSMUSG00000002733	Plekha3	ENSMUST00000111920.2	77	1	115	29	6	111	1329	314	891
ENSMUSG00000002741	Ykt6	ENSMUST00000002818.9	1284	3	236	626	16	244	1739	208	594
ENSMUSG00000002748	Baz1b	ENSMUST00000002825.6	242	5	2649	237	13	892	1669	386	4437
ENSMUSG00000002763	Pex6	ENSMUST00000002840.9	0	0	117	20	2	303	220	37	2943
ENSMUSG00000002767	Mrpl2	ENSMUST00000002844.14	0	10	2068	60	12	717	39	74	918
ENSMUSG00000002768	Mea1	ENSMUST00000002845.8	6	0	284	61	13	157	244	93	522
ENSMUSG00000002769	Gnmt	ENSMUST00000002846.9	0	0	0	0	0	7	139	17	879
ENSMUSG00000002771	Grin2d	ENSMUST00000002848.10	0	0	19	0	0	2	900	562	3969
ENSMUSG00000002778	Kdelr1	ENSMUST00000002855.14	515	6	162	133	7	160	724	239	636
ENSMUSG00000002781	Tmem143	ENSMUST00000069772.16	6	0	58	47	0	143	785	138	1374
ENSMUSG00000002797	Ggct	ENSMUST00000131475.2	19	5	110	14	10	20	3281	115	564
ENSMUSG00000002799	Jag2	ENSMUST00000075827.5	47	0	329	22	5	223	1073	292	3741
ENSMUSG00000002803	Btbd6	ENSMUST00000002880.7	0	0	44	5	0	54	397	43	1617
ENSMUSG00000002804	Nudt14	ENSMUST00000221397.2	22	0	25	1	2	72	522	53	666
ENSMUSG00000002808	Epdr1	ENSMUST00000002885.8	46	0	52	26	7	15	1449	242	672
ENSMUSG00000002812	Flii	ENSMUST00000002889.5	0	0	465	12	3	978	173	74	3813
ENSMUSG00000002814	Top3a	ENSMUST00000002891.11	18	3	258	41	9	320	468	264	3009
ENSMUSG00000002820	Atg4d	ENSMUST00000065005.5	16	9	92	49	5	217	4339	190	1422
ENSMUSG00000002825	Qtrt1	ENSMUST00000002902.8	30	0	96	16	4	381	89	18	1209
ENSMUSG00000002831	Plin4	ENSMUST00000190703.7	0	0	0	58	0	68	1419	128	4209
ENSMUSG00000002833	Hdgfl2	ENSMUST00000002911.10	7	0	784	43	31	1032	146	117	2001
ENSMUSG00000002835	Chaf1a	ENSMUST00000002914.10	435	0	613	263	7	762	2729	73	2733
ENSMUSG00000002844	Adprh	ENSMUST00000002923.10	325	29	854	59	76	397	1663	217	1086
ENSMUSG00000002845	Tmem39a	ENSMUST00000002924.15	495	84	734	36	61	522	1020	393	1458
ENSMUSG00000002846	Timmdc1	ENSMUST00000002925.6	90	0	323	40	5	110	589	129	855
ENSMUSG00000002847	Pla1a	ENSMUST00000002926.8	11	0	60	3	0	25	337	269	1368
ENSMUSG00000002870	Mcm2	ENSMUST00000058011.8	67	13	2199	283	24	3105	529	130	2712
ENSMUSG00000002871	Tpra1	ENSMUST00000055022.15	4	9	64	11	17	43	287	426	1107
ENSMUSG00000002881	Nab1	ENSMUST00000069792.14	430	0	461	55	4	70	1927	489	1458
ENSMUSG00000002885	Adgre5	ENSMUST00000075843.13	117	0	301	29	5	259	514	32	2454
ENSMUSG00000002897	Il17ra	ENSMUST00000002976.5	173	0	90	23	0	35	5078	82	2592
ENSMUSG00000002900	Lamb1	ENSMUST00000002979.16	159	13	8182	16	18	1544	154	272	5358
ENSMUSG00000002908	Kcnn1	ENSMUST00000110078.5	25	0	35	16	0	17	2270	163	1614
ENSMUSG00000002910	Arrdc2	ENSMUST00000002989.11	26	0	0	27	5	63	815	319	1221
ENSMUSG00000002930	Ppp1r17	ENSMUST00000052827.6	0	3	0	0	0	0	1136	144	477
ENSMUSG00000002944	Cd36	ENSMUST00000170051.8	0	0	0	0	0	0	1663	320	1416
ENSMUSG00000002948	Map2k7	ENSMUST00000110998.9	184	10	167	171	3	188	2070	170	1257
ENSMUSG00000002949	Timm44	ENSMUST00000003029.14	26	0	786	78	6	342	408	26	1356
ENSMUSG00000002957	Ap2a2	ENSMUST00000003038.12	311	3	579	329	13	1225	1645	187	2814
ENSMUSG00000002963	Pnkp	ENSMUST00000003044.14	0	0	51	4	4	262	373	245	1566
ENSMUSG00000002968	Med25	ENSMUST00000208253.2	31	2	206	122	1	908	1263	27	2403
ENSMUSG00000002980	Bcam	ENSMUST00000003061.14	63	1	1069	74	3	651	486	77	1866
ENSMUSG00000002981	Clptm1	ENSMUST00000055242.11	221	2	1213	55	1	589	2123	28	1992
ENSMUSG00000002983	Relb	ENSMUST00000094762.10	8	0	53	7	3	68	339	196	1674
ENSMUSG00000002984	Tomm40	ENSMUST00000032555.10	414	33	396	231	47	1203	392	171	1083
ENSMUSG00000002985	Apoe	ENSMUST00000174064.9	62	807	1910	76	249	2145	274	201	933
ENSMUSG00000002992	Apoc2	ENSMUST00000142352.9	0	0	0	0	0	0	185	251	291
ENSMUSG00000002996	Hbp1	ENSMUST00000172314.9	188	4	454	109	4	245	1239	325	1578
ENSMUSG00000002997	Prkar2b	ENSMUST00000036497.16	56	0	142	10	1	20	1916	214	1248
ENSMUSG00000003031	Cdkn1b	ENSMUST00000067327.11	174	21	157	85	46	96	3442	519	591
ENSMUSG00000003032	Klf4	ENSMUST00000107619.3	989	127	151	89	123	567	985	595	1449
ENSMUSG00000003033	Ap1m1	ENSMUST00000003117.15	15	4	133	91	11	256	631	184	1269
ENSMUSG00000003037	Rab8a	ENSMUST00000003121.9	114	0	268	206	5	188	3770	159	621
ENSMUSG00000003038	Hmgn2	ENSMUST00000102553.11	168	2	0	444	55	280	803	192	270
ENSMUSG00000003039	Fam32a	ENSMUST00000003123.10	266	2	92	203	2	101	2171	57	336
ENSMUSG00000003051	Elf3	ENSMUST00000185752.2	47	0	167	72	26	317	690	98	1113
ENSMUSG00000003053	Cyp2c29	ENSMUST00000003137.15	0	0	0	0	0	0	269	44	1470
ENSMUSG00000003062	Stard3nl	ENSMUST00000039694.13	511	20	366	72	22	153	472	150	705
ENSMUSG00000003068	Stk11	ENSMUST00000003152.14	63	72	396	72	70	507	443	815	1308
ENSMUSG00000003070	Efna2	ENSMUST00000003154.7	22	3	16	9	1	10	1223	281	627
ENSMUSG00000003072	Atp5d	ENSMUST00000003156.15	77	2	603	213	69	920	276	151	504
ENSMUSG00000003099	Ppp5c	ENSMUST00000003183.12	18	0	571	96	1	743	472	103	1497
ENSMUSG00000003119	Cdk12	ENSMUST00000003203.14	41	2	1693	6	3	766	1009	54	3774
ENSMUSG00000003123	Lipe	ENSMUST00000003207.11	11	5	65	6	4	71	437	770	2406
ENSMUSG00000003131	Pafah1b2	ENSMUST00000172450.3	1097	20	516	280	22	138	5832	354	687
ENSMUSG00000003134	Tbc1d8	ENSMUST00000054462.11	0	0	68	8	2	92	860	189	3402
ENSMUSG00000003135	Cnot11	ENSMUST00000161515.8	1195	1	398	238	12	585	1626	341	1515
ENSMUSG00000003153	Slc2a3	ENSMUST00000032476.11	16920	545	12426	3369	595	3871	2125	355	1479
ENSMUSG00000003154	Foxj2	ENSMUST00000003238.14	91	9	23	30	5	23	2517	1071	1695
ENSMUSG00000003161	Sri	ENSMUST00000148633.4	33	0	167	29	5	130	1595	62	594
ENSMUSG00000003166	Dgcr2	ENSMUST00000012152.13	1265	2	728	273	20	336	2169	229	1647
ENSMUSG00000003184	Irf3	ENSMUST00000003284.16	0	8	47	3	9	111	505	269	1257
ENSMUSG00000003190	Bcl2l12	ENSMUST00000003290.12	12	4	1	20	11	58	185	125	765
ENSMUSG00000003198	Zfp959	ENSMUST00000054780.10	26	0	25	5	7	41	347	64	1617
ENSMUSG00000003199	Mpnd	ENSMUST00000149441.8	8	2	1972	16	0	326	191	49	1461
ENSMUSG00000003200	Sh3gl1	ENSMUST00000003268.11	17	5	301	81	18	359	793	176	1104
ENSMUSG00000003206	Ebi3	ENSMUST00000003274.8	0	0	0	0	0	0	248	222	684
ENSMUSG00000003208	Yju2	ENSMUST00000086869.6	4	0	7	14	2	40	654	64	942
ENSMUSG00000003226	Ranbp2	ENSMUST00000003310.7	228	1	20803	44	22	1989	391	58	9159
ENSMUSG00000003227	Edar	ENSMUST00000003312.5	1	0	0	0	0	0	2076	217	1344
ENSMUSG00000003228	Grk5	ENSMUST00000003313.10	104	15	79	10	8	43	3979	831	1770
ENSMUSG00000003233	Dvl3	ENSMUST00000003318.13	0	0	28	5	2	105	158	213	2148
ENSMUSG00000003234	Abcf3	ENSMUST00000003319.6	11	0	169	33	2	388	867	96	2127
ENSMUSG00000003235	Eif2b5	ENSMUST00000003320.14	162	0	937	237	15	1504	306	97	2151
ENSMUSG00000003269	Cyth2	ENSMUST00000107729.10	14	0	387	21	19	431	1127	195	1197
ENSMUSG00000003271	Sult2b1	ENSMUST00000075571.16	0	0	12	0	0	10	20	159	1014
ENSMUSG00000003273	Car11	ENSMUST00000003360.10	0	0	0	0	0	6	171	430	984
