gene_id_base	gene_name	transcript_id	region	clip_points	region_length	rna_control_reads
ENSMUSG00000000701	Tcl1b5	ENSMUST00000000717.9	3utr	0	621	0
ENSMUSG00000000701	Tcl1b5	ENSMUST00000000717.9	5utr	0	71	0
ENSMUSG00000000701	Tcl1b5	ENSMUST00000000717.9	cds	0	363	0
ENSMUSG00000000706	Btn1a1	ENSMUST00000041674.14	3utr	8	1714	0
ENSMUSG00000000706	Btn1a1	ENSMUST00000041674.14	5utr	0	137	0
ENSMUSG00000000706	Btn1a1	ENSMUST00000041674.14	cds	0	1572	0
ENSMUSG00000000708	Kat2b	ENSMUST00000000724.15	3utr	572	1855	90
ENSMUSG00000000708	Kat2b	ENSMUST00000000724.15	5utr	0	359	5
ENSMUSG00000000708	Kat2b	ENSMUST00000000724.15	cds	251	2439	239
ENSMUSG00000000711	Rab5b	ENSMUST00000000727.4	3utr	438	2358	272
ENSMUSG00000000711	Rab5b	ENSMUST00000000727.4	5utr	3	177	19
ENSMUSG00000000711	Rab5b	ENSMUST00000000727.4	cds	62	645	60
ENSMUSG00000000724	Cryba1	ENSMUST00000078623.5	3utr	0	131	0
ENSMUSG00000000724	Cryba1	ENSMUST00000078623.5	5utr	0	2	0
ENSMUSG00000000724	Cryba1	ENSMUST00000078623.5	cds	0	645	1
ENSMUSG00000000730	Dnmt3l	ENSMUST00000138785.8	3utr	37	276	135
ENSMUSG00000000730	Dnmt3l	ENSMUST00000138785.8	5utr	0	283	53
ENSMUSG00000000730	Dnmt3l	ENSMUST00000138785.8	cds	1147	1263	1444
ENSMUSG00000000731	Aire	ENSMUST00000128241.8	3utr	0	225	21
ENSMUSG00000000731	Aire	ENSMUST00000128241.8	5utr	0	57	0
ENSMUSG00000000731	Aire	ENSMUST00000128241.8	cds	0	1656	63
ENSMUSG00000000732	Icosl	ENSMUST00000105393.3	3utr	78	1625	83
ENSMUSG00000000732	Icosl	ENSMUST00000105393.3	5utr	4	223	4
ENSMUSG00000000732	Icosl	ENSMUST00000105393.3	cds	56	966	89
ENSMUSG00000000738	Spg7	ENSMUST00000149248.9	3utr	4	205	41
ENSMUSG00000000738	Spg7	ENSMUST00000149248.9	5utr	0	348	0
ENSMUSG00000000738	Spg7	ENSMUST00000149248.9	cds	801	2343	475
ENSMUSG00000000739	Sult5a1	ENSMUST00000000755.15	3utr	11	2842	13
ENSMUSG00000000739	Sult5a1	ENSMUST00000000755.15	5utr	0	90	0
ENSMUSG00000000739	Sult5a1	ENSMUST00000000755.15	cds	5	873	6
ENSMUSG00000000740	Rpl13	ENSMUST00000000756.6	3utr	663	45	202
ENSMUSG00000000740	Rpl13	ENSMUST00000000756.6	5utr	49	102	340
ENSMUSG00000000740	Rpl13	ENSMUST00000000756.6	cds	648	633	4773
ENSMUSG00000000743	Chmp1a	ENSMUST00000000759.9	3utr	348	1464	296
ENSMUSG00000000743	Chmp1a	ENSMUST00000000759.9	5utr	0	88	16
ENSMUSG00000000743	Chmp1a	ENSMUST00000000759.9	cds	40	588	262
ENSMUSG00000000751	Rpa1	ENSMUST00000092907.12	3utr	912	3142	819
ENSMUSG00000000751	Rpa1	ENSMUST00000092907.12	5utr	46	66	118
ENSMUSG00000000751	Rpa1	ENSMUST00000092907.12	cds	3771	1869	3013
ENSMUSG00000000753	Serpinf1	ENSMUST00000000769.14	3utr	25	368	0
ENSMUSG00000000753	Serpinf1	ENSMUST00000000769.14	5utr	0	213	0
ENSMUSG00000000753	Serpinf1	ENSMUST00000000769.14	cds	20	1251	3
ENSMUSG00000000759	Tubgcp3	ENSMUST00000000776.15	3utr	88	864	33
ENSMUSG00000000759	Tubgcp3	ENSMUST00000000776.15	5utr	1	218	2
ENSMUSG00000000759	Tubgcp3	ENSMUST00000000776.15	cds	173	2715	250
ENSMUSG00000000766	Oprm1	ENSMUST00000105607.8	3utr	0	772	0
ENSMUSG00000000766	Oprm1	ENSMUST00000105607.8	5utr	0	403	0
ENSMUSG00000000766	Oprm1	ENSMUST00000105607.8	cds	0	1194	0
ENSMUSG00000000776	Polr3d	ENSMUST00000180358.3	3utr	27	663	61
ENSMUSG00000000776	Polr3d	ENSMUST00000180358.3	5utr	0	175	3
ENSMUSG00000000776	Polr3d	ENSMUST00000180358.3	cds	143	1194	160
ENSMUSG00000000782	Tcf7	ENSMUST00000109071.3	3utr	143	650	178
ENSMUSG00000000782	Tcf7	ENSMUST00000109071.3	5utr	0	152	12
ENSMUSG00000000782	Tcf7	ENSMUST00000109071.3	cds	218	1257	282
ENSMUSG00000000787	Ddx3x	ENSMUST00000000804.7	3utr	4663	2563	1602
ENSMUSG00000000787	Ddx3x	ENSMUST00000000804.7	5utr	21	143	65
ENSMUSG00000000787	Ddx3x	ENSMUST00000000804.7	cds	4967	1986	2968
ENSMUSG00000000791	Il12rb1	ENSMUST00000000808.8	3utr	15	556	12
ENSMUSG00000000791	Il12rb1	ENSMUST00000000808.8	5utr	0	103	0
ENSMUSG00000000791	Il12rb1	ENSMUST00000000808.8	cds	1	2214	8
ENSMUSG00000000792	Slc5a5	ENSMUST00000000809.3	3utr	0	978	5
ENSMUSG00000000792	Slc5a5	ENSMUST00000000809.3	5utr	0	96	0
ENSMUSG00000000792	Slc5a5	ENSMUST00000000809.3	cds	7	1854	5
ENSMUSG00000000794	Kcnn3	ENSMUST00000000811.8	3utr	0	383	0
ENSMUSG00000000794	Kcnn3	ENSMUST00000000811.8	5utr	0	305	0
ENSMUSG00000000794	Kcnn3	ENSMUST00000000811.8	cds	0	2196	0
ENSMUSG00000000804	Usp32	ENSMUST00000108075.9	3utr	249	1971	186
ENSMUSG00000000804	Usp32	ENSMUST00000108075.9	5utr	7	270	6
ENSMUSG00000000804	Usp32	ENSMUST00000108075.9	cds	1039	4812	722
ENSMUSG00000000805	Car4	ENSMUST00000103194.10	3utr	0	242	8
ENSMUSG00000000805	Car4	ENSMUST00000103194.10	5utr	3	99	0
ENSMUSG00000000805	Car4	ENSMUST00000103194.10	cds	14	915	20
ENSMUSG00000000811	Txnrd3	ENSMUST00000000828.14	3utr	16	735	12
ENSMUSG00000000811	Txnrd3	ENSMUST00000000828.14	5utr	0	256	5
ENSMUSG00000000811	Txnrd3	ENSMUST00000000828.14	cds	67	1845	67
ENSMUSG00000000817	Fasl	ENSMUST00000000834.4	3utr	0	890	0
ENSMUSG00000000817	Fasl	ENSMUST00000000834.4	5utr	0	210	0
ENSMUSG00000000817	Fasl	ENSMUST00000000834.4	cds	0	837	0
ENSMUSG00000000823	Zfp512b	ENSMUST00000108789.9	3utr	110	2722	176
ENSMUSG00000000823	Zfp512b	ENSMUST00000108789.9	5utr	4	385	9
ENSMUSG00000000823	Zfp512b	ENSMUST00000108789.9	cds	72	2607	199
ENSMUSG00000000826	Dnajc5	ENSMUST00000072334.12	3utr	722	5760	432
ENSMUSG00000000826	Dnajc5	ENSMUST00000072334.12	5utr	5	224	25
ENSMUSG00000000826	Dnajc5	ENSMUST00000072334.12	cds	168	594	130
ENSMUSG00000000827	Tpd52l2	ENSMUST00000069712.9	3utr	417	1084	148
ENSMUSG00000000827	Tpd52l2	ENSMUST00000069712.9	5utr	13	115	90
ENSMUSG00000000827	Tpd52l2	ENSMUST00000069712.9	cds	188	600	452
ENSMUSG00000000838	Fmr1	ENSMUST00000088546.12	3utr	403	2291	114
ENSMUSG00000000838	Fmr1	ENSMUST00000088546.12	5utr	0	276	30
ENSMUSG00000000838	Fmr1	ENSMUST00000088546.12	cds	803	1842	293
ENSMUSG00000000861	Bcl11a	ENSMUST00000109514.8	3utr	21	3266	0
ENSMUSG00000000861	Bcl11a	ENSMUST00000109514.8	5utr	5	218	0
ENSMUSG00000000861	Bcl11a	ENSMUST00000109514.8	cds	0	2505	11
ENSMUSG00000000869	Il4	ENSMUST00000000889.7	3utr	0	107	0
ENSMUSG00000000869	Il4	ENSMUST00000000889.7	5utr	0	63	0
ENSMUSG00000000869	Il4	ENSMUST00000000889.7	cds	0	420	0
ENSMUSG00000000876	Pxmp4	ENSMUST00000000896.11	3utr	22	2074	20
ENSMUSG00000000876	Pxmp4	ENSMUST00000000896.11	5utr	0	79	2
ENSMUSG00000000876	Pxmp4	ENSMUST00000000896.11	cds	20	636	17
ENSMUSG00000000881	Dlg3	ENSMUST00000087984.11	3utr	100	2086	82
ENSMUSG00000000881	Dlg3	ENSMUST00000087984.11	5utr	0	323	0
ENSMUSG00000000881	Dlg3	ENSMUST00000087984.11	cds	83	2547	73
ENSMUSG00000000884	Gnb1l	ENSMUST00000090086.11	3utr	22	2396	14
ENSMUSG00000000884	Gnb1l	ENSMUST00000090086.11	5utr	9	175	10
ENSMUSG00000000884	Gnb1l	ENSMUST00000090086.11	cds	34	978	101
ENSMUSG00000000889	Dbh	ENSMUST00000000910.7	3utr	0	403	0
ENSMUSG00000000889	Dbh	ENSMUST00000000910.7	5utr	0	283	0
ENSMUSG00000000889	Dbh	ENSMUST00000000910.7	cds	0	1866	0
ENSMUSG00000000901	Mmp11	ENSMUST00000000924.13	3utr	276	763	48
ENSMUSG00000000901	Mmp11	ENSMUST00000000924.13	5utr	0	49	0
ENSMUSG00000000901	Mmp11	ENSMUST00000000924.13	cds	634	1476	194
ENSMUSG00000000902	Smarcb1	ENSMUST00000000925.10	3utr	29	283	106
ENSMUSG00000000902	Smarcb1	ENSMUST00000000925.10	5utr	7	222	55
ENSMUSG00000000902	Smarcb1	ENSMUST00000000925.10	cds	276	1155	630
ENSMUSG00000000903	Vpreb3	ENSMUST00000000926.3	3utr	0	198	0
ENSMUSG00000000903	Vpreb3	ENSMUST00000000926.3	5utr	0	58	0
ENSMUSG00000000903	Vpreb3	ENSMUST00000000926.3	cds	0	369	3
ENSMUSG00000000915	Hip1r	ENSMUST00000000939.15	3utr	183	3396	44
ENSMUSG00000000915	Hip1r	ENSMUST00000000939.15	5utr	1	135	1
ENSMUSG00000000915	Hip1r	ENSMUST00000000939.15	cds	362	3204	201
ENSMUSG00000000916	Nsun5	ENSMUST00000000940.15	3utr	17	817	42
ENSMUSG00000000916	Nsun5	ENSMUST00000000940.15	5utr	0	31	2
ENSMUSG00000000916	Nsun5	ENSMUST00000000940.15	cds	59	1395	208
ENSMUSG00000000934	Top1mt	ENSMUST00000000958.9	3utr	4	80	1
ENSMUSG00000000934	Top1mt	ENSMUST00000000958.9	5utr	0	44	0
ENSMUSG00000000934	Top1mt	ENSMUST00000000958.9	cds	122	1779	83
ENSMUSG00000000938	Hoxa10	ENSMUST00000125581.2	3utr	0	1312	0
ENSMUSG00000000938	Hoxa10	ENSMUST00000125581.2	5utr	0	5	0
ENSMUSG00000000938	Hoxa10	ENSMUST00000125581.2	cds	0	1248	0
ENSMUSG00000000942	Hoxa4	ENSMUST00000101395.3	3utr	0	674	0
ENSMUSG00000000942	Hoxa4	ENSMUST00000101395.3	5utr	0	65	0
ENSMUSG00000000942	Hoxa4	ENSMUST00000101395.3	cds	0	855	0
ENSMUSG00000000957	Mmp14	ENSMUST00000089688.6	3utr	18	596	12
ENSMUSG00000000957	Mmp14	ENSMUST00000089688.6	5utr	0	254	1
ENSMUSG00000000957	Mmp14	ENSMUST00000089688.6	cds	162	1746	51
ENSMUSG00000000958	Slc7a7	ENSMUST00000197440.5	3utr	614	345	57
ENSMUSG00000000958	Slc7a7	ENSMUST00000197440.5	5utr	31	403	51
ENSMUSG00000000958	Slc7a7	ENSMUST00000197440.5	cds	831	1530	661
ENSMUSG00000000959	Oxa1l	ENSMUST00000000985.7	3utr	50	1225	68
ENSMUSG00000000959	Oxa1l	ENSMUST00000000985.7	5utr	1	14	4
ENSMUSG00000000959	Oxa1l	ENSMUST00000000985.7	cds	238	1299	500
ENSMUSG00000000976	Heatr6	ENSMUST00000001002.8	3utr	57	2035	86
ENSMUSG00000000976	Heatr6	ENSMUST00000001002.8	5utr	0	27	0
ENSMUSG00000000976	Heatr6	ENSMUST00000001002.8	cds	169	3552	433
ENSMUSG00000000982	Ccl3	ENSMUST00000001008.6	3utr	0	412	0
ENSMUSG00000000982	Ccl3	ENSMUST00000001008.6	5utr	0	78	0
ENSMUSG00000000982	Ccl3	ENSMUST00000001008.6	cds	0	276	0
ENSMUSG00000000983	Wfdc18	ENSMUST00000001009.14	3utr	0	196	0
ENSMUSG00000000983	Wfdc18	ENSMUST00000001009.14	5utr	0	103	0
ENSMUSG00000000983	Wfdc18	ENSMUST00000001009.14	cds	0	222	0
ENSMUSG00000001014	Icam4	ENSMUST00000001040.7	3utr	0	104	0
ENSMUSG00000001014	Icam4	ENSMUST00000001040.7	5utr	0	81	0
ENSMUSG00000001014	Icam4	ENSMUST00000001040.7	cds	11	786	9
ENSMUSG00000001016	Ilf2	ENSMUST00000001042.10	3utr	219	763	151
ENSMUSG00000001016	Ilf2	ENSMUST00000001042.10	5utr	23	94	36
ENSMUSG00000001016	Ilf2	ENSMUST00000001042.10	cds	751	1170	944
ENSMUSG00000001017	Chtop	ENSMUST00000049937.13	3utr	364	940	409
ENSMUSG00000001017	Chtop	ENSMUST00000049937.13	5utr	40	325	134
ENSMUSG00000001017	Chtop	ENSMUST00000049937.13	cds	203	747	526
ENSMUSG00000001018	Snapin	ENSMUST00000149884.2	3utr	238	1461	67
ENSMUSG00000001018	Snapin	ENSMUST00000149884.2	5utr	0	59	2
ENSMUSG00000001018	Snapin	ENSMUST00000149884.2	cds	136	408	62
ENSMUSG00000001020	S100a4	ENSMUST00000001046.7	3utr	0	144	0
ENSMUSG00000001020	S100a4	ENSMUST00000001046.7	5utr	0	51	0
ENSMUSG00000001020	S100a4	ENSMUST00000001046.7	cds	0	303	0
ENSMUSG00000001021	S100a3	ENSMUST00000001047.8	3utr	0	350	0
ENSMUSG00000001021	S100a3	ENSMUST00000001047.8	5utr	0	59	0
ENSMUSG00000001021	S100a3	ENSMUST00000001047.8	cds	0	303	0
ENSMUSG00000001023	S100a5	ENSMUST00000107329.8	3utr	0	129	0
ENSMUSG00000001023	S100a5	ENSMUST00000107329.8	5utr	0	23	0
ENSMUSG00000001023	S100a5	ENSMUST00000107329.8	cds	0	279	0
ENSMUSG00000001025	S100a6	ENSMUST00000001051.9	3utr	29	95	15
ENSMUSG00000001025	S100a6	ENSMUST00000001051.9	5utr	0	369	22
ENSMUSG00000001025	S100a6	ENSMUST00000001051.9	cds	103	267	90
ENSMUSG00000001027	Scn4a	ENSMUST00000021056.8	3utr	0	1075	0
ENSMUSG00000001027	Scn4a	ENSMUST00000021056.8	cds	2	5523	0
ENSMUSG00000001029	Icam2	ENSMUST00000001055.15	3utr	0	154	1
ENSMUSG00000001029	Icam2	ENSMUST00000001055.15	5utr	0	297	1
ENSMUSG00000001029	Icam2	ENSMUST00000001055.15	cds	0	831	10
ENSMUSG00000001034	Mapk7	ENSMUST00000079080.13	3utr	10	308	41
ENSMUSG00000001034	Mapk7	ENSMUST00000079080.13	5utr	1	293	16
ENSMUSG00000001034	Mapk7	ENSMUST00000079080.13	cds	80	2418	445
ENSMUSG00000001036	Epn2	ENSMUST00000179936.8	3utr	1074	2171	309
ENSMUSG00000001036	Epn2	ENSMUST00000179936.8	5utr	24	361	52
ENSMUSG00000001036	Epn2	ENSMUST00000179936.8	cds	269	1920	356
ENSMUSG00000001039	B9d1	ENSMUST00000102657.10	3utr	41	140	48
ENSMUSG00000001039	B9d1	ENSMUST00000102657.10	5utr	0	65	6
ENSMUSG00000001039	B9d1	ENSMUST00000102657.10	cds	178	612	257
ENSMUSG00000001052	Sec24b	ENSMUST00000001079.15	3utr	124	1136	40
ENSMUSG00000001052	Sec24b	ENSMUST00000001079.15	5utr	2	239	1
ENSMUSG00000001052	Sec24b	ENSMUST00000001079.15	cds	73	3753	253
ENSMUSG00000001053	N4bp3	ENSMUST00000001080.16	3utr	228	561	190
ENSMUSG00000001053	N4bp3	ENSMUST00000001080.16	5utr	27	195	61
ENSMUSG00000001053	N4bp3	ENSMUST00000001080.16	cds	143	1611	577
ENSMUSG00000001054	Rmnd5b	ENSMUST00000001081.10	3utr	57	413	152
ENSMUSG00000001054	Rmnd5b	ENSMUST00000001081.10	5utr	26	354	121
ENSMUSG00000001054	Rmnd5b	ENSMUST00000001081.10	cds	445	1179	939
ENSMUSG00000001056	Nhp2	ENSMUST00000127405.2	3utr	531	500	499
ENSMUSG00000001056	Nhp2	ENSMUST00000127405.2	5utr	177	83	75
ENSMUSG00000001056	Nhp2	ENSMUST00000127405.2	cds	2416	459	1518
ENSMUSG00000001062	Vps9d1	ENSMUST00000122363.8	3utr	0	743	22
ENSMUSG00000001062	Vps9d1	ENSMUST00000122363.8	5utr	0	262	0
ENSMUSG00000001062	Vps9d1	ENSMUST00000122363.8	cds	43	1947	40
ENSMUSG00000001065	Zfp276	ENSMUST00000001092.15	3utr	24	1708	27
ENSMUSG00000001065	Zfp276	ENSMUST00000001092.15	5utr	2	521	6
ENSMUSG00000001065	Zfp276	ENSMUST00000001092.15	cds	19	1842	53
ENSMUSG00000001076	C1ql4	ENSMUST00000064462.5	3utr	0	671	0
ENSMUSG00000001076	C1ql4	ENSMUST00000064462.5	5utr	0	89	0
ENSMUSG00000001076	C1ql4	ENSMUST00000064462.5	cds	0	714	0
ENSMUSG00000001082	Mfsd10	ENSMUST00000001109.11	3utr	14	260	32
ENSMUSG00000001082	Mfsd10	ENSMUST00000001109.11	5utr	10	279	32
ENSMUSG00000001082	Mfsd10	ENSMUST00000001109.11	cds	270	1368	275
ENSMUSG00000001089	Luzp1	ENSMUST00000001116.5	3utr	800	3928	488
ENSMUSG00000001089	Luzp1	ENSMUST00000001116.5	5utr	27	114	39
ENSMUSG00000001089	Luzp1	ENSMUST00000001116.5	cds	1380	3204	382
ENSMUSG00000001095	Slc13a2	ENSMUST00000001122.6	3utr	0	604	0
ENSMUSG00000001095	Slc13a2	ENSMUST00000001122.6	5utr	0	50	0
ENSMUSG00000001095	Slc13a2	ENSMUST00000001122.6	cds	3	1758	2
ENSMUSG00000001098	Kctd10	ENSMUST00000102581.11	3utr	155	2078	197
ENSMUSG00000001098	Kctd10	ENSMUST00000102581.11	5utr	0	80	4
ENSMUSG00000001098	Kctd10	ENSMUST00000102581.11	cds	42	945	85
ENSMUSG00000001100	Poldip2	ENSMUST00000001127.11	3utr	99	831	241
ENSMUSG00000001100	Poldip2	ENSMUST00000001127.11	5utr	0	119	14
ENSMUSG00000001100	Poldip2	ENSMUST00000001127.11	cds	577	1104	730
ENSMUSG00000001103	Sebox	ENSMUST00000001130.8	3utr	0	678	0
ENSMUSG00000001103	Sebox	ENSMUST00000001130.8	5utr	0	103	0
ENSMUSG00000001103	Sebox	ENSMUST00000001130.8	cds	0	570	2
ENSMUSG00000001105	Ift20	ENSMUST00000128788.8	3utr	60	298	20
ENSMUSG00000001105	Ift20	ENSMUST00000128788.8	5utr	16	447	102
ENSMUSG00000001105	Ift20	ENSMUST00000128788.8	cds	313	396	101
ENSMUSG00000001119	Col6a1	ENSMUST00000001147.5	3utr	0	770	3
ENSMUSG00000001119	Col6a1	ENSMUST00000001147.5	5utr	0	255	0
ENSMUSG00000001119	Col6a1	ENSMUST00000001147.5	cds	0	3075	0
ENSMUSG00000001120	Pcbp3	ENSMUST00000001148.11	3utr	33	636	60
ENSMUSG00000001120	Pcbp3	ENSMUST00000001148.11	5utr	0	264	41
ENSMUSG00000001120	Pcbp3	ENSMUST00000001148.11	cds	90	1113	157
ENSMUSG00000001123	Lgals9	ENSMUST00000108269.10	3utr	21	419	16
ENSMUSG00000001123	Lgals9	ENSMUST00000108269.10	5utr	0	108	0
ENSMUSG00000001123	Lgals9	ENSMUST00000108269.10	cds	11	1059	84
ENSMUSG00000001127	Araf	ENSMUST00000001155.11	3utr	63	409	59
ENSMUSG00000001127	Araf	ENSMUST00000001155.11	5utr	7	137	10
ENSMUSG00000001127	Araf	ENSMUST00000001155.11	cds	822	1812	282
ENSMUSG00000001128	Cfp	ENSMUST00000001156.8	3utr	0	143	1
ENSMUSG00000001128	Cfp	ENSMUST00000001156.8	5utr	0	101	0
ENSMUSG00000001128	Cfp	ENSMUST00000001156.8	cds	28	1392	51
ENSMUSG00000001131	Timp1	ENSMUST00000115342.10	3utr	0	104	8
ENSMUSG00000001131	Timp1	ENSMUST00000115342.10	5utr	20	164	12
ENSMUSG00000001131	Timp1	ENSMUST00000115342.10	cds	88	615	93
ENSMUSG00000001134	Uxt	ENSMUST00000123836.2	3utr	4	311	9
ENSMUSG00000001134	Uxt	ENSMUST00000123836.2	5utr	0	93	13
ENSMUSG00000001134	Uxt	ENSMUST00000123836.2	cds	42	471	141
ENSMUSG00000001138	Cnnm3	ENSMUST00000001166.14	3utr	493	3010	131
ENSMUSG00000001138	Cnnm3	ENSMUST00000001166.14	5utr	0	44	2
ENSMUSG00000001138	Cnnm3	ENSMUST00000001166.14	cds	123	2139	148
ENSMUSG00000001143	Lman2l	ENSMUST00000125304.8	3utr	317	2299	91
ENSMUSG00000001143	Lman2l	ENSMUST00000125304.8	5utr	0	38	0
ENSMUSG00000001143	Lman2l	ENSMUST00000125304.8	cds	114	1041	60
ENSMUSG00000001150	Mcm3ap	ENSMUST00000170795.3	3utr	42	120	35
ENSMUSG00000001150	Mcm3ap	ENSMUST00000170795.3	5utr	102	394	40
ENSMUSG00000001150	Mcm3ap	ENSMUST00000170795.3	cds	943	5913	1174
ENSMUSG00000001151	Pcnt	ENSMUST00000217838.2	3utr	501	479	38
ENSMUSG00000001151	Pcnt	ENSMUST00000217838.2	5utr	23	168	7
ENSMUSG00000001151	Pcnt	ENSMUST00000217838.2	cds	5732	8694	1264
ENSMUSG00000001155	Ftcd	ENSMUST00000001183.8	3utr	0	252	0
ENSMUSG00000001155	Ftcd	ENSMUST00000001183.8	5utr	0	58	0
ENSMUSG00000001155	Ftcd	ENSMUST00000001183.8	cds	0	1623	1
ENSMUSG00000001156	Mxd1	ENSMUST00000001184.10	3utr	56	3832	36
ENSMUSG00000001156	Mxd1	ENSMUST00000001184.10	5utr	0	153	0
ENSMUSG00000001156	Mxd1	ENSMUST00000001184.10	cds	9	681	23
ENSMUSG00000001157	Gmcl1	ENSMUST00000001185.14	3utr	121	1158	77
ENSMUSG00000001157	Gmcl1	ENSMUST00000001185.14	5utr	4	219	13
ENSMUSG00000001157	Gmcl1	ENSMUST00000001185.14	cds	333	1572	198
ENSMUSG00000001158	Snrnp27	ENSMUST00000001186.11	3utr	105	378	53
ENSMUSG00000001158	Snrnp27	ENSMUST00000001186.11	5utr	0	42	6
ENSMUSG00000001158	Snrnp27	ENSMUST00000001186.11	cds	316	465	136
ENSMUSG00000001166	Oas1c	ENSMUST00000117193.8	3utr	11	843	10
ENSMUSG00000001166	Oas1c	ENSMUST00000117193.8	5utr	0	362	2
ENSMUSG00000001166	Oas1c	ENSMUST00000117193.8	cds	11	1086	10
ENSMUSG00000001168	Oas1h	ENSMUST00000072476.13	3utr	0	563	0
ENSMUSG00000001168	Oas1h	ENSMUST00000072476.13	5utr	0	33	0
ENSMUSG00000001168	Oas1h	ENSMUST00000072476.13	cds	0	1107	8
ENSMUSG00000001173	Ocrl	ENSMUST00000001202.15	3utr	112	2287	80
ENSMUSG00000001173	Ocrl	ENSMUST00000001202.15	5utr	1	266	6
ENSMUSG00000001173	Ocrl	ENSMUST00000001202.15	cds	209	2700	111
ENSMUSG00000001175	Calm1	ENSMUST00000110082.11	3utr	698	3389	692
ENSMUSG00000001175	Calm1	ENSMUST00000110082.11	5utr	48	279	216
ENSMUSG00000001175	Calm1	ENSMUST00000110082.11	cds	1081	447	1265
ENSMUSG00000001211	Agpat3	ENSMUST00000001240.12	3utr	21	4512	33
ENSMUSG00000001211	Agpat3	ENSMUST00000001240.12	5utr	2	340	11
ENSMUSG00000001211	Agpat3	ENSMUST00000001240.12	cds	66	1128	48
ENSMUSG00000001225	Slc26a3	ENSMUST00000001254.6	3utr	0	425	0
ENSMUSG00000001225	Slc26a3	ENSMUST00000001254.6	5utr	0	212	0
ENSMUSG00000001225	Slc26a3	ENSMUST00000001254.6	cds	0	2271	0
ENSMUSG00000001227	Sema6b	ENSMUST00000001256.11	3utr	19	919	4
ENSMUSG00000001227	Sema6b	ENSMUST00000001256.11	5utr	0	159	0
ENSMUSG00000001227	Sema6b	ENSMUST00000001256.11	cds	51	2658	54
ENSMUSG00000001228	Uhrf1	ENSMUST00000001258.15	3utr	413	987	435
ENSMUSG00000001228	Uhrf1	ENSMUST00000001258.15	5utr	52	253	117
ENSMUSG00000001228	Uhrf1	ENSMUST00000001258.15	cds	1092	2346	2542
ENSMUSG00000001229	Dpp9	ENSMUST00000038794.6	3utr	90	555	56
ENSMUSG00000001229	Dpp9	ENSMUST00000038794.6	5utr	3	233	23
ENSMUSG00000001229	Dpp9	ENSMUST00000038794.6	cds	141	2586	350
ENSMUSG00000001240	Ramp2	ENSMUST00000129680.8	3utr	0	187	0
ENSMUSG00000001240	Ramp2	ENSMUST00000129680.8	5utr	0	424	0
ENSMUSG00000001240	Ramp2	ENSMUST00000129680.8	cds	9	567	3
ENSMUSG00000001247	Lsr	ENSMUST00000001279.15	3utr	32	94	3
ENSMUSG00000001247	Lsr	ENSMUST00000001279.15	5utr	5	291	7
ENSMUSG00000001247	Lsr	ENSMUST00000001279.15	cds	335	1782	283
ENSMUSG00000001248	Gramd1a	ENSMUST00000001280.14	3utr	3	368	30
ENSMUSG00000001248	Gramd1a	ENSMUST00000001280.14	5utr	0	179	0
ENSMUSG00000001248	Gramd1a	ENSMUST00000001280.14	cds	81	2166	194
ENSMUSG00000001249	Hpn	ENSMUST00000168884.8	3utr	0	313	3
ENSMUSG00000001249	Hpn	ENSMUST00000168884.8	5utr	0	201	2
ENSMUSG00000001249	Hpn	ENSMUST00000168884.8	cds	29	1248	34
ENSMUSG00000001260	Gabrg1	ENSMUST00000031119.6	3utr	0	2978	0
ENSMUSG00000001260	Gabrg1	ENSMUST00000031119.6	5utr	0	398	0
ENSMUSG00000001260	Gabrg1	ENSMUST00000031119.6	cds	0	1395	4
ENSMUSG00000001270	Ckb	ENSMUST00000001304.9	3utr	65	205	336
ENSMUSG00000001270	Ckb	ENSMUST00000001304.9	5utr	1	124	108
ENSMUSG00000001270	Ckb	ENSMUST00000001304.9	cds	565	1143	3095
ENSMUSG00000001280	Sp1	ENSMUST00000001326.7	3utr	5262	5375	828
ENSMUSG00000001280	Sp1	ENSMUST00000001326.7	5utr	17	36	19
ENSMUSG00000001280	Sp1	ENSMUST00000001326.7	cds	2068	2343	565
ENSMUSG00000001281	Itgb7	ENSMUST00000001327.11	3utr	20	168	20
ENSMUSG00000001281	Itgb7	ENSMUST00000001327.11	5utr	2	97	3
ENSMUSG00000001281	Itgb7	ENSMUST00000001327.11	cds	413	2418	336
ENSMUSG00000001285	Myg1	ENSMUST00000113682.9	3utr	0	308	1
ENSMUSG00000001285	Myg1	ENSMUST00000113682.9	5utr	0	32	0
ENSMUSG00000001285	Myg1	ENSMUST00000113682.9	cds	114	1140	283
ENSMUSG00000001288	Rarg	ENSMUST00000043172.15	3utr	235	1089	157
ENSMUSG00000001288	Rarg	ENSMUST00000043172.15	5utr	18	490	10
ENSMUSG00000001288	Rarg	ENSMUST00000043172.15	cds	163	1374	549
ENSMUSG00000001289	Pfdn5	ENSMUST00000166658.8	3utr	400	527	83
ENSMUSG00000001289	Pfdn5	ENSMUST00000166658.8	5utr	0	73	13
ENSMUSG00000001289	Pfdn5	ENSMUST00000166658.8	cds	237	462	419
ENSMUSG00000001300	Efnb2	ENSMUST00000001319.15	3utr	202	3157	14
ENSMUSG00000001300	Efnb2	ENSMUST00000001319.15	5utr	3	628	7
ENSMUSG00000001300	Efnb2	ENSMUST00000001319.15	cds	15	1008	7
ENSMUSG00000001305	Rrp15	ENSMUST00000001339.6	3utr	99	428	106
