gene_id	gene_id_base	gene_name	transcript_id	chrom	strand	transcript_length	cds_length	utr_length	selection_score
ENSMUSG00000026049.12	ENSMUSG00000026049	Tex30	ENSMUST00000147571.8	chr1	-	1360	675	685	1|1|1|1|675|1360
ENSMUSG00000026051.9	ENSMUSG00000026051	Ecrg4	ENSMUST00000027217.9	chr1	+	902	444	458	1|1|1|1|444|902
ENSMUSG00000026058.12	ENSMUSG00000026058	Khdrbs2	ENSMUST00000027226.12	chr1	+	2281	1047	1234	1|1|1|1|1047|2281
ENSMUSG00000026062.13	ENSMUSG00000026062	Slc9a2	ENSMUST00000027231.13	chr1	+	5019	2442	2577	1|1|1|1|2442|5019
ENSMUSG00000026063.5	ENSMUSG00000026063	Dnaaf6	ENSMUST00000027230.3	chr1	+	1451	654	797	0|1|1|1|654|1451
ENSMUSG00000026064.17	ENSMUSG00000026064	Ptp4a1	ENSMUST00000232841.2	chr1	-	4236	519	3717	0|1|1|1|519|4236
ENSMUSG00000026065.9	ENSMUSG00000026065	Slc9a4	ENSMUST00000027233.9	chr1	+	3962	2391	1571	1|1|1|1|2391|3962
ENSMUSG00000026068.12	ENSMUSG00000026068	Il18rap	ENSMUST00000027237.12	chr1	+	4889	1842	3047	1|1|1|1|1842|4889
ENSMUSG00000026069.16	ENSMUSG00000026069	Il1rl1	ENSMUST00000097772.10	chr1	+	5302	1701	3601	1|1|1|1|1701|5302
ENSMUSG00000026070.16	ENSMUSG00000026070	Il18r1	ENSMUST00000167723.8	chr1	+	1919	1116	803	1|0|1|1|1116|1919
ENSMUSG00000026072.13	ENSMUSG00000026072	Il1r1	ENSMUST00000027241.11	chr1	+	5819	1728	4091	1|1|1|1|1728|5819
ENSMUSG00000026073.14	ENSMUSG00000026073	Il1r2	ENSMUST00000027243.13	chr1	+	1419	1230	189	1|1|1|1|1230|1419
ENSMUSG00000026074.16	ENSMUSG00000026074	Map4k4	ENSMUST00000195860.6	chr1	+	3960	3864	96	1|0|1|1|3864|3960
ENSMUSG00000026077.16	ENSMUSG00000026077	Npas2	ENSMUST00000056815.9	chr1	+	4236	2448	1788	1|1|1|1|2448|4236
ENSMUSG00000026078.11	ENSMUSG00000026078	Pdcl3	ENSMUST00000027247.11	chr1	+	3914	720	3194	1|1|1|1|720|3914
ENSMUSG00000026080.14	ENSMUSG00000026080	Chst10	ENSMUST00000027249.12	chr1	-	2975	1122	1853	1|1|1|1|1122|2975
ENSMUSG00000026082.12	ENSMUSG00000026082	Rev1	ENSMUST00000027251.12	chr1	-	4262	3747	515	1|1|1|1|3747|4262
ENSMUSG00000026083.13	ENSMUSG00000026083	Eif5b	ENSMUST00000027252.8	chr1	+	7797	3648	4149	0|1|1|1|3648|7797
ENSMUSG00000026085.12	ENSMUSG00000026085	Lyg1	ENSMUST00000114894.2	chr1	-	798	591	207	1|1|1|1|591|798
ENSMUSG00000026087.12	ENSMUSG00000026087	Mrpl30	ENSMUST00000027256.12	chr1	+	969	480	489	1|1|1|1|480|969
ENSMUSG00000026088.16	ENSMUSG00000026088	Mitd1	ENSMUST00000027257.10	chr1	-	1231	747	484	1|1|1|1|747|1231
ENSMUSG00000026090.17	ENSMUSG00000026090	Cracdl	ENSMUST00000162875.8	chr1	-	4634	3525	1109	1|1|1|1|3525|4634
ENSMUSG00000026094.15	ENSMUSG00000026094	Stk17b	ENSMUST00000027263.14	chr1	-	3293	1116	2177	1|1|1|1|1116|3293
ENSMUSG00000026095.16	ENSMUSG00000026095	Asnsd1	ENSMUST00000027264.10	chr1	-	2442	1881	561	1|1|1|1|1881|2442
ENSMUSG00000026096.15	ENSMUSG00000026096	Osgepl1	ENSMUST00000114484.8	chr1	+	2283	1242	1041	1|1|1|1|1242|2283
ENSMUSG00000026097.10	ENSMUSG00000026097	Ormdl1	ENSMUST00000027266.4	chr1	+	1910	459	1451	1|1|1|1|459|1910
ENSMUSG00000026098.14	ENSMUSG00000026098	Pms1	ENSMUST00000027267.14	chr1	-	3054	2751	303	1|1|1|1|2751|3054
ENSMUSG00000026100.7	ENSMUSG00000026100	Mstn	ENSMUST00000027269.7	chr1	+	2705	1128	1577	1|1|1|1|1128|2705
ENSMUSG00000026102.10	ENSMUSG00000026102	Inpp1	ENSMUST00000027271.9	chr1	-	5767	1188	4579	1|1|1|1|1188|5767
ENSMUSG00000026103.15	ENSMUSG00000026103	Gls	ENSMUST00000114510.8	chr1	-	5596	1809	3787	1|0|1|1|1809|5596
ENSMUSG00000026104.15	ENSMUSG00000026104	Stat1	ENSMUST00000070968.14	chr1	+	5151	2247	2904	1|1|1|1|2247|5151
ENSMUSG00000026107.12	ENSMUSG00000026107	Nabp1	ENSMUST00000027279.12	chr1	-	2838	594	2244	1|1|1|1|594|2838
ENSMUSG00000026109.15	ENSMUSG00000026109	Tmeff2	ENSMUST00000081851.4	chr1	+	3343	1122	2221	1|1|1|1|1122|3343
ENSMUSG00000026110.16	ENSMUSG00000026110	Mgat4a	ENSMUST00000151952.8	chr1	-	7251	1605	5646	1|1|1|1|1605|7251
ENSMUSG00000026111.16	ENSMUSG00000026111	Unc50	ENSMUST00000027285.13	chr1	+	1414	777	637	1|1|1|1|777|1414
ENSMUSG00000026112.8	ENSMUSG00000026112	Coa5	ENSMUST00000027286.7	chr1	-	3863	222	3641	1|1|1|1|222|3863
ENSMUSG00000026113.18	ENSMUSG00000026113	Inpp4a	ENSMUST00000114933.9	chr1	+	3004	2070	934	1|0|1|1|2070|3004
ENSMUSG00000026114.15	ENSMUSG00000026114	Cnga3	ENSMUST00000027288.10	chr1	+	3554	1893	1661	1|1|1|1|1893|3554
ENSMUSG00000026116.12	ENSMUSG00000026116	Tmem131	ENSMUST00000027290.12	chr1	-	6546	5631	915	1|1|1|1|5631|6546
ENSMUSG00000026117.11	ENSMUSG00000026117	Zap70	ENSMUST00000027291.7	chr1	+	2245	1854	391	1|1|1|1|1854|2245
ENSMUSG00000026121.14	ENSMUSG00000026121	Sema4c	ENSMUST00000114991.8	chr1	-	3773	2502	1271	1|1|1|1|2502|3773
ENSMUSG00000026123.12	ENSMUSG00000026123	Plekhb2	ENSMUST00000027297.11	chr1	+	3279	663	2616	1|1|1|1|663|3279
ENSMUSG00000026124.5	ENSMUSG00000026124	Cfc1	ENSMUST00000027298.5	chr1	+	1040	606	434	1|1|1|1|606|1040
ENSMUSG00000026125.10	ENSMUSG00000026125	Prss39	ENSMUST00000027299.10	chr1	+	1267	1101	166	1|1|1|1|1101|1267
ENSMUSG00000026126.16	ENSMUSG00000026126	Ptpn18	ENSMUST00000027302.14	chr1	+	1559	1359	200	1|1|1|1|1359|1559
ENSMUSG00000026127.14	ENSMUSG00000026127	Imp4	ENSMUST00000027303.14	chr1	+	5836	873	4963	1|1|1|1|873|5836
ENSMUSG00000026131.21	ENSMUSG00000026131	Dst	ENSMUST00000097785.10	chr1	+	23251	22179	1072	1|1|1|1|22179|23251
ENSMUSG00000026134.12	ENSMUSG00000026134	Prim2	ENSMUST00000027312.11	chr1	-	1975	1515	460	1|1|1|1|1515|1975
ENSMUSG00000026135.18	ENSMUSG00000026135	Zfp142	ENSMUST00000027315.14	chr1	-	6480	5529	951	1|1|1|1|5529|6480
ENSMUSG00000026141.14	ENSMUSG00000026141	Col19a1	ENSMUST00000115244.9	chr1	-	4266	3408	858	1|1|1|1|3408|4266
ENSMUSG00000026142.16	ENSMUSG00000026142	Rhbdd1	ENSMUST00000140020.2	chr1	+	3687	945	2742	1|1|1|1|945|3687
ENSMUSG00000026147.17	ENSMUSG00000026147	Col9a1	ENSMUST00000054588.15	chr1	+	3834	2763	1071	1|1|1|1|2763|3834
ENSMUSG00000026149.3	ENSMUSG00000026149	Tm4sf20	ENSMUST00000027331.3	chr1	-	1508	678	830	1|1|1|1|678|1508
ENSMUSG00000026150.15	ENSMUSG00000026150	Mff	ENSMUST00000078332.13	chr1	+	1894	873	1021	1|1|1|1|873|1894
ENSMUSG00000026153.16	ENSMUSG00000026153	Fam135a	ENSMUST00000027337.15	chr1	-	5536	4518	1018	0|1|1|1|4518|5536
ENSMUSG00000026154.5	ENSMUSG00000026154	Sdhaf4	ENSMUST00000027338.4	chr1	-	683	312	371	1|1|1|1|312|683
ENSMUSG00000026155.14	ENSMUSG00000026155	Smap1	ENSMUST00000027339.14	chr1	-	2289	1320	969	1|1|1|1|1320|2289
ENSMUSG00000026156.9	ENSMUSG00000026156	B3gat2	ENSMUST00000063663.6	chr1	+	5655	972	4683	1|1|1|1|972|5655
ENSMUSG00000026158.12	ENSMUSG00000026158	Ogfrl1	ENSMUST00000027343.6	chr1	-	4844	1392	3452	0|1|1|1|1392|4844
ENSMUSG00000026159.14	ENSMUSG00000026159	Agfg1	ENSMUST00000189220.7	chr1	+	8044	1677	6367	1|1|1|1|1677|8044
ENSMUSG00000026162.9	ENSMUSG00000026162	Nhej1	ENSMUST00000152855.3	chr1	-	1586	885	701	1|1|0|1|885|1586
ENSMUSG00000026163.18	ENSMUSG00000026163	Sphkap	ENSMUST00000160953.8	chr1	-	8154	4974	3180	1|1|1|1|4974|8154
ENSMUSG00000026166.15	ENSMUSG00000026166	Ccl20	ENSMUST00000113437.9	chr1	+	794	291	503	1|1|1|1|291|794
ENSMUSG00000026167.15	ENSMUSG00000026167	Wnt10a	ENSMUST00000006718.15	chr1	+	2468	1251	1217	1|1|1|1|1251|2468
ENSMUSG00000026170.7	ENSMUSG00000026170	Cyp27a1	ENSMUST00000027356.7	chr1	+	1892	1599	293	1|1|1|1|1599|1892
ENSMUSG00000026171.13	ENSMUSG00000026171	Rnf25	ENSMUST00000027357.12	chr1	-	1479	1368	111	1|1|1|1|1368|1479
ENSMUSG00000026172.13	ENSMUSG00000026172	Bcs1l	ENSMUST00000027358.11	chr1	+	1890	1254	636	1|1|1|1|1254|1890
ENSMUSG00000026173.16	ENSMUSG00000026173	Plcd4	ENSMUST00000027362.14	chr1	+	2977	2421	556	1|1|1|1|2421|2977
ENSMUSG00000026174.10	ENSMUSG00000026174	Cnot9	ENSMUST00000087215.7	chr1	+	3268	897	2371	1|1|1|1|897|3268
ENSMUSG00000026175.13	ENSMUSG00000026175	Vil1	ENSMUST00000027366.13	chr1	+	3124	2481	643	1|1|1|1|2481|3124
ENSMUSG00000026176.14	ENSMUSG00000026176	Ctdsp1	ENSMUST00000027367.14	chr1	+	2876	783	2093	1|1|1|1|783|2876
ENSMUSG00000026177.12	ENSMUSG00000026177	Slc11a1	ENSMUST00000027368.6	chr1	+	2315	1644	671	1|1|1|1|1644|2315
ENSMUSG00000026179.15	ENSMUSG00000026179	Pnkd	ENSMUST00000027370.13	chr1	+	2937	1155	1782	1|1|1|1|1155|2937
ENSMUSG00000026180.9	ENSMUSG00000026180	Cxcr2	ENSMUST00000106899.4	chr1	+	3046	1077	1969	1|1|1|1|1077|3046
ENSMUSG00000026182.7	ENSMUSG00000026182	Tnp1	ENSMUST00000027374.7	chr1	-	437	165	272	1|1|1|1|165|437
ENSMUSG00000026185.9	ENSMUSG00000026185	Igfbp5	ENSMUST00000027377.9	chr1	-	6006	813	5193	1|1|1|1|813|6006
ENSMUSG00000026187.10	ENSMUSG00000026187	Xrcc5	ENSMUST00000027379.10	chr1	+	2549	2196	353	1|1|1|1|2196|2549
ENSMUSG00000026188.12	ENSMUSG00000026188	Tmem169	ENSMUST00000027380.12	chr1	+	2928	891	2037	1|1|1|1|891|2928
ENSMUSG00000026189.14	ENSMUSG00000026189	Pecr	ENSMUST00000027381.13	chr1	-	1186	909	277	1|1|1|1|909|1186
ENSMUSG00000026192.14	ENSMUSG00000026192	Atic	ENSMUST00000027384.6	chr1	+	2845	1776	1069	1|1|1|1|1776|2845
ENSMUSG00000026193.16	ENSMUSG00000026193	Fn1	ENSMUST00000055226.13	chr1	-	8315	7431	884	1|1|1|1|7431|8315
ENSMUSG00000026196.8	ENSMUSG00000026196	Bard1	ENSMUST00000027393.8	chr1	-	5659	2295	3364	1|1|1|1|2295|5659
ENSMUSG00000026197.13	ENSMUSG00000026197	Zfand2b	ENSMUST00000027394.12	chr1	+	1316	771	545	1|1|1|1|771|1316
ENSMUSG00000026198.16	ENSMUSG00000026198	Abcb6	ENSMUST00000027396.15	chr1	-	2966	2526	440	1|1|1|1|2526|2966
ENSMUSG00000026199.18	ENSMUSG00000026199	Ankzf1	ENSMUST00000152233.9	chr1	+	2739	2244	495	1|1|1|1|2244|2739
ENSMUSG00000026200.14	ENSMUSG00000026200	Glb1l	ENSMUST00000113623.8	chr1	-	2339	1938	401	0|1|1|1|1938|2339
ENSMUSG00000026201.13	ENSMUSG00000026201	Stk16	ENSMUST00000027401.11	chr1	+	2876	915	1961	1|1|1|1|915|2876
ENSMUSG00000026202.14	ENSMUSG00000026202	Tuba4a	ENSMUST00000186213.7	chr1	-	2840	1344	1496	1|1|1|1|1344|2840
ENSMUSG00000026203.17	ENSMUSG00000026203	Dnajb2	ENSMUST00000188290.7	chr1	+	1855	831	1024	1|1|1|1|831|1855
ENSMUSG00000026204.16	ENSMUSG00000026204	Ptprn	ENSMUST00000027404.12	chr1	-	3554	2943	611	1|1|1|1|2943|3554
ENSMUSG00000026205.9	ENSMUSG00000026205	Slc23a3	ENSMUST00000027405.6	chr1	-	2059	1833	226	1|1|1|1|1833|2059
ENSMUSG00000026207.17	ENSMUSG00000026207	Speg	ENSMUST00000087122.12	chr1	+	10801	9786	1015	1|1|1|1|9786|10801
ENSMUSG00000026208.10	ENSMUSG00000026208	Des	ENSMUST00000027409.10	chr1	+	3028	1407	1621	1|1|1|1|1407|3028
ENSMUSG00000026209.16	ENSMUSG00000026209	Dnpep	ENSMUST00000066668.14	chr1	-	2488	1419	1069	1|1|1|1|1419|2488
ENSMUSG00000026211.19	ENSMUSG00000026211	Obsl1	ENSMUST00000113567.10	chr1	-	5679	5412	267	1|1|1|1|5412|5679
ENSMUSG00000026213.16	ENSMUSG00000026213	Stk11ip	ENSMUST00000027414.16	chr1	+	4458	3216	1242	1|1|1|1|3216|4458
ENSMUSG00000026219.15	ENSMUSG00000026219	Trip12	ENSMUST00000186894.7	chr1	-	3073	2948	125	1|0|0|0|2948|3073
ENSMUSG00000026220.7	ENSMUSG00000026220	Slc16a14	ENSMUST00000027422.7	chr1	-	3207	1536	1671	1|1|1|1|1536|3207
ENSMUSG00000026222.17	ENSMUSG00000026222	Sp100	ENSMUST00000066427.11	chr1	+	2708	1773	935	1|1|1|1|1773|2708
ENSMUSG00000026223.16	ENSMUSG00000026223	Itm2c	ENSMUST00000027425.16	chr1	+	2230	807	1423	1|1|1|1|807|2230
ENSMUSG00000026224.12	ENSMUSG00000026224	4933407L21Rik	ENSMUST00000027426.11	chr1	+	1146	393	753	1|1|0|1|393|1146
ENSMUSG00000026226.17	ENSMUSG00000026226	Spata3	ENSMUST00000130504.8	chr1	+	1100	576	524	1|1|1|1|576|1100
ENSMUSG00000026227.12	ENSMUSG00000026227	2810459M11Rik	ENSMUST00000165824.3	chr1	+	3331	861	2470	1|1|1|1|861|3331
ENSMUSG00000026228.7	ENSMUSG00000026228	Htr2b	ENSMUST00000027431.7	chr1	-	2083	1437	646	1|1|1|1|1437|2083
ENSMUSG00000026229.18	ENSMUSG00000026229	Psmd1	ENSMUST00000027432.9	chr1	+	3112	2859	253	1|1|1|1|2859|3112
ENSMUSG00000026234.13	ENSMUSG00000026234	Ncl	ENSMUST00000027438.8	chr1	-	8202	2121	6081	1|1|1|1|2121|8202
ENSMUSG00000026235.15	ENSMUSG00000026235	Epha4	ENSMUST00000027451.13	chr1	-	6328	2958	3370	1|1|1|1|2958|6328
ENSMUSG00000026237.7	ENSMUSG00000026237	Nmur1	ENSMUST00000027440.7	chr1	-	1218	1215	3	1|0|1|1|1215|1218
ENSMUSG00000026238.15	ENSMUSG00000026238	Ptma	ENSMUST00000045897.15	chr1	+	1216	333	883	1|1|1|1|333|1216
ENSMUSG00000026239.15	ENSMUSG00000026239	Pde6d	ENSMUST00000027444.15	chr1	-	1159	450	709	1|1|1|1|450|1159
ENSMUSG00000026240.13	ENSMUSG00000026240	Cops7b	ENSMUST00000027446.11	chr1	+	2231	792	1439	1|1|1|1|792|2231
ENSMUSG00000026241.6	ENSMUSG00000026241	Nppc	ENSMUST00000027449.6	chr1	-	1042	378	664	1|1|1|1|378|1042
ENSMUSG00000026245.17	ENSMUSG00000026245	Farsb	ENSMUST00000170217.8	chr1	-	2036	1767	269	1|1|1|1|1767|2036
ENSMUSG00000026246.13	ENSMUSG00000026246	Alppl2	ENSMUST00000027455.13	chr1	-	2092	1587	505	1|1|1|1|1587|2092
ENSMUSG00000026247.14	ENSMUSG00000026247	Ecel1	ENSMUST00000161002.8	chr1	-	3033	2325	708	1|1|1|1|2325|3033
ENSMUSG00000026248.10	ENSMUSG00000026248	Mrpl44	ENSMUST00000027464.9	chr1	+	1424	999	425	1|1|1|1|999|1424
ENSMUSG00000026249.11	ENSMUSG00000026249	Serpine2	ENSMUST00000027467.11	chr1	-	2210	1191	1019	1|1|1|1|1191|2210
ENSMUSG00000026251.14	ENSMUSG00000026251	Chrnd	ENSMUST00000073252.9	chr1	+	2925	1560	1365	1|1|1|1|1560|2925
ENSMUSG00000026253.15	ENSMUSG00000026253	Chrng	ENSMUST00000027470.14	chr1	+	2780	1557	1223	1|1|1|1|1557|2780
ENSMUSG00000026254.18	ENSMUSG00000026254	Eif4e2	ENSMUST00000076362.12	chr1	+	3394	702	2692	1|1|1|1|702|3394
ENSMUSG00000026255.16	ENSMUSG00000026255	Efhd1	ENSMUST00000027472.7	chr1	+	1854	720	1134	1|1|1|1|720|1854
ENSMUSG00000026258.6	ENSMUSG00000026258	Snorc	ENSMUST00000027476.6	chr1	+	478	363	115	1|1|1|1|363|478
ENSMUSG00000026259.15	ENSMUSG00000026259	Ngef	ENSMUST00000068681.12	chr1	-	3109	2130	979	1|1|1|1|2130|3109
ENSMUSG00000026260.13	ENSMUSG00000026260	Ndufa10	ENSMUST00000027478.7	chr1	-	2020	1065	955	1|1|1|1|1065|2020
ENSMUSG00000026269.15	ENSMUSG00000026269	Rnpepl1	ENSMUST00000027487.15	chr1	+	3337	2160	1177	1|1|1|1|2160|3337
ENSMUSG00000026270.12	ENSMUSG00000026270	Capn10	ENSMUST00000027488.11	chr1	+	2902	1998	904	1|1|1|1|1998|2902
ENSMUSG00000026271.16	ENSMUSG00000026271	Gpr35	ENSMUST00000169198.3	chr1	+	4214	921	3293	1|1|1|1|921|4214
ENSMUSG00000026272.7	ENSMUSG00000026272	Agxt	ENSMUST00000027491.7	chr1	+	1553	1242	311	1|1|1|1|1242|1553
ENSMUSG00000026273.14	ENSMUSG00000026273	Mterf4	ENSMUST00000027492.14	chr1	-	1366	1038	328	1|1|1|1|1038|1366
ENSMUSG00000026274.12	ENSMUSG00000026274	Pask	ENSMUST00000027493.4	chr1	-	5779	4149	1630	1|1|1|1|4149|5779
ENSMUSG00000026275.14	ENSMUSG00000026275	Ppp1r7	ENSMUST00000027494.11	chr1	+	10315	1083	9232	1|1|1|1|1083|10315
ENSMUSG00000026276.21	ENSMUSG00000026276	Septin2	ENSMUST00000027495.15	chr1	+	3779	1083	2696	1|1|1|1|1083|3779
ENSMUSG00000026277.15	ENSMUSG00000026277	Stk25	ENSMUST00000027498.14	chr1	-	4249	1278	2971	1|1|1|1|1278|4249
ENSMUSG00000026278.15	ENSMUSG00000026278	Bok	ENSMUST00000027499.13	chr1	+	1468	639	829	1|1|1|1|639|1468
ENSMUSG00000026279.15	ENSMUSG00000026279	Thap4	ENSMUST00000190116.7	chr1	-	5558	1707	3851	1|1|1|1|1707|5558
ENSMUSG00000026280.18	ENSMUSG00000026280	Atg4b	ENSMUST00000027502.16	chr1	+	4173	1179	2994	1|1|1|1|1179|4173
ENSMUSG00000026281.16	ENSMUSG00000026281	Dtymk	ENSMUST00000027503.14	chr1	-	1003	636	367	1|1|1|1|636|1003
ENSMUSG00000026283.14	ENSMUSG00000026283	Ing5	ENSMUST00000027505.13	chr1	+	4533	720	3813	1|1|1|1|720|4533
ENSMUSG00000026285.9	ENSMUSG00000026285	Pdcd1	ENSMUST00000027507.9	chr1	-	1933	864	1069	1|1|1|1|864|1933
ENSMUSG00000026288.15	ENSMUSG00000026288	Inpp5d	ENSMUST00000169754.8	chr1	+	4937	3573	1364	1|1|1|1|3573|4937
ENSMUSG00000026289.16	ENSMUSG00000026289	Atg16l1	ENSMUST00000027512.13	chr1	+	3130	1821	1309	1|1|1|1|1821|3130
ENSMUSG00000026295.13	ENSMUSG00000026295	Spp2	ENSMUST00000027518.12	chr1	+	928	609	319	1|1|1|1|609|928
ENSMUSG00000026301.17	ENSMUSG00000026301	Iqca	ENSMUST00000113094.9	chr1	-	3210	2487	723	0|1|1|1|2487|3210
ENSMUSG00000026303.7	ENSMUSG00000026303	Mlph	ENSMUST00000027528.7	chr1	+	4499	1770	2729	1|1|1|1|1770|4499
ENSMUSG00000026304.14	ENSMUSG00000026304	Rab17	ENSMUST00000027529.12	chr1	-	1831	642	1189	1|1|1|1|642|1831
ENSMUSG00000026305.16	ENSMUSG00000026305	Lrrfip1	ENSMUST00000097649.10	chr1	+	3645	2187	1458	1|0|1|1|2187|3645
ENSMUSG00000026307.13	ENSMUSG00000026307	Scly	ENSMUST00000027532.13	chr1	+	2202	1296	906	1|1|1|1|1296|2202
ENSMUSG00000026308.9	ENSMUSG00000026308	Klhl30	ENSMUST00000027533.9	chr1	+	3089	1743	1346	1|1|1|1|1743|3089
ENSMUSG00000026309.15	ENSMUSG00000026309	Ilkap	ENSMUST00000027534.13	chr1	-	1368	1176	192	1|1|1|1|1176|1368
ENSMUSG00000026311.17	ENSMUSG00000026311	Asb1	ENSMUST00000086843.11	chr1	+	2490	1008	1482	1|1|1|1|1008|2490
ENSMUSG00000026312.18	ENSMUSG00000026312	Cdh7	ENSMUST00000027542.13	chr1	+	3390	2355	1035	1|1|1|1|2355|3390
ENSMUSG00000026313.17	ENSMUSG00000026313	Hdac4	ENSMUST00000097644.9	chr1	-	8100	3228	4872	1|1|1|1|3228|8100
ENSMUSG00000026315.14	ENSMUSG00000026315	Serpinb8	ENSMUST00000112706.4	chr1	+	4581	1122	3459	1|1|1|1|1122|4581
ENSMUSG00000026319.14	ENSMUSG00000026319	Relch	ENSMUST00000039173.13	chr1	+	4328	3648	680	1|1|1|1|3648|4328
ENSMUSG00000026321.9	ENSMUSG00000026321	Tnfrsf11a	ENSMUST00000027559.9	chr1	+	5029	1875	3154	1|1|1|1|1875|5029
ENSMUSG00000026327.9	ENSMUSG00000026327	Serpinb11	ENSMUST00000027566.3	chr1	+	2084	1164	920	1|1|1|1|1164|2084
ENSMUSG00000026331.14	ENSMUSG00000026331	Slco6c1	ENSMUST00000027569.14	chr1	-	2747	2118	629	1|1|1|1|2118|2747
ENSMUSG00000026333.15	ENSMUSG00000026333	Gin1	ENSMUST00000112844.10	chr1	+	2046	1554	492	1|1|1|1|1554|2046
ENSMUSG00000026335.17	ENSMUSG00000026335	Pam	ENSMUST00000058762.15	chr1	-	4095	2937	1158	1|0|0|1|2937|4095
ENSMUSG00000026336.14	ENSMUSG00000026336	Slco6d1	ENSMUST00000027575.13	chr1	+	2328	2049	279	1|1|1|1|2049|2328
ENSMUSG00000026339.19	ENSMUSG00000026339	Ccdc93	ENSMUST00000036025.16	chr1	+	7274	1887	5387	1|1|1|1|1887|7274
ENSMUSG00000026341.17	ENSMUSG00000026341	Actr3	ENSMUST00000178474.8	chr1	-	2565	1254	1311	1|1|1|1|1254|2565
ENSMUSG00000026342.11	ENSMUSG00000026342	Slc35f5	ENSMUST00000027580.11	chr1	+	2733	1572	1161	1|1|1|1|1572|2733
ENSMUSG00000026343.7	ENSMUSG00000026343	Gpr39	ENSMUST00000027581.7	chr1	+	2691	1368	1323	1|1|1|1|1368|2691
ENSMUSG00000026344.10	ENSMUSG00000026344	Lypd1	ENSMUST00000159417.2	chr1	-	6464	423	6041	1|1|1|1|423|6464
ENSMUSG00000026347.14	ENSMUSG00000026347	Tmem163	ENSMUST00000185560.2	chr1	-	3488	864	2624	1|1|1|1|864|3488
ENSMUSG00000026348.8	ENSMUSG00000026348	Acmsd	ENSMUST00000038006.8	chr1	+	2717	1008	1709	1|1|1|1|1008|2717
ENSMUSG00000026349.15	ENSMUSG00000026349	Ccnt2	ENSMUST00000027587.15	chr1	+	6738	2169	4569	1|1|1|1|2169|6738
ENSMUSG00000026353.10	ENSMUSG00000026353	Ubxn4	ENSMUST00000027592.6	chr1	+	4113	1518	2595	1|1|1|1|1518|4113
ENSMUSG00000026354.9	ENSMUSG00000026354	Lct	ENSMUST00000073490.7	chr1	-	6174	5793	381	0|1|1|1|5793|6174
ENSMUSG00000026355.12	ENSMUSG00000026355	Mcm6	ENSMUST00000027601.11	chr1	-	2910	2463	447	1|1|1|1|2463|2910
ENSMUSG00000026356.16	ENSMUSG00000026356	Dars	ENSMUST00000027602.15	chr1	-	2175	1503	672	1|1|1|1|1503|2175
ENSMUSG00000026357.4	ENSMUSG00000026357	Rgs18	ENSMUST00000027603.4	chr1	-	2031	705	1326	1|1|1|1|705|2031
ENSMUSG00000026358.14	ENSMUSG00000026358	Rgs1	ENSMUST00000189061.7	chr1	-	3841	627	3214	1|1|1|1|627|3841
ENSMUSG00000026360.10	ENSMUSG00000026360	Rgs2	ENSMUST00000127206.8	chr1	-	3021	633	2388	1|1|1|1|633|3021
ENSMUSG00000026361.10	ENSMUSG00000026361	Cdc73	ENSMUST00000018337.9	chr1	-	11586	1593	9993	1|1|1|1|1593|11586
ENSMUSG00000026365.16	ENSMUSG00000026365	Cfh	ENSMUST00000111976.9	chr1	-	4365	3756	609	1|1|1|1|3756|4365
ENSMUSG00000026368.7	ENSMUSG00000026368	F13b	ENSMUST00000027615.7	chr1	+	2379	2007	372	1|1|1|1|2007|2379
ENSMUSG00000026374.15	ENSMUSG00000026374	Tsn	ENSMUST00000027623.9	chr1	-	7063	684	6379	1|1|1|1|684|7063
ENSMUSG00000026377.13	ENSMUSG00000026377	Nifk	ENSMUST00000027626.13	chr1	+	1889	951	938	1|1|1|1|951|1889
ENSMUSG00000026380.11	ENSMUSG00000026380	Tfcp2l1	ENSMUST00000027629.10	chr1	+	9269	1437	7832	1|1|1|1|1437|9269
ENSMUSG00000026383.15	ENSMUSG00000026383	Epb41l5	ENSMUST00000191046.7	chr1	-	6870	1512	5358	1|1|1|1|1512|6870
ENSMUSG00000026384.14	ENSMUSG00000026384	Ptpn4	ENSMUST00000163435.8	chr1	-	2365	1668	697	1|0|0|1|1668|2365
ENSMUSG00000026385.17	ENSMUSG00000026385	Dbi	ENSMUST00000027634.13	chr1	-	569	261	308	1|1|1|1|261|569
ENSMUSG00000026387.16	ENSMUSG00000026387	Sctr	ENSMUST00000189037.2	chr1	+	1819	1341	478	1|0|1|1|1341|1819
ENSMUSG00000026388.16	ENSMUSG00000026388	3110009E18Rik	ENSMUST00000112644.9	chr1	+	488	378	110	1|1|1|1|378|488
ENSMUSG00000026389.17	ENSMUSG00000026389	Steap3	ENSMUST00000112641.8	chr1	-	5158	1464	3694	1|1|1|1|1464|5158
ENSMUSG00000026390.8	ENSMUSG00000026390	Marco	ENSMUST00000027639.8	chr1	-	1925	1554	371	1|1|1|1|1554|1925
ENSMUSG00000026393.11	ENSMUSG00000026393	Nek7	ENSMUST00000186017.7	chr1	-	5258	906	4352	1|1|1|1|906|5258
ENSMUSG00000026394.6	ENSMUSG00000026394	Atp6v1g3	ENSMUST00000027643.6	chr1	+	1887	354	1533	1|1|1|1|354|1887
ENSMUSG00000026395.17	ENSMUSG00000026395	Ptprc	ENSMUST00000182283.8	chr1	-	4702	3462	1240	1|1|1|1|3462|4702
