Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip
ENSMUSG00000037266.19	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	134650903;134650903;134650904;134650937;134650956;134651186;134651186;134651186;134651186;134651186;134651291;134651394;134651618;134651771;134652021;134652604;134652604;134652604;134652604;134652604;134652604;134652604;134652757;134653088;134653088;134653337;134654046;134654046;134654046;134654242;134654242;134654242;134654242;134654242	134651078;134651078;134651078;134651078;134651078;134651793;134651220;134651220;134651793;134651793;134651344;134651793;134651793;134651793;134652318;134652743;134652666;134652743;134652644;134652734;134654129;134652743;134653461;134653132;134653132;134654129;134654129;134654129;134654129;134654264;134654683;134654683;134654982;134654982	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3349	336	732	1576	1397	185	351	Rsrp1	protein_coding	24.649795	140.7466	127.73255	143.29988	17.299158	27.141375	-2.5086363	-0.16578854	-0.64678203	-0.48099349	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000028821.9	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	134658209;134658213;134658321;134658491;134658491;134658491;134661767;134661767;134661767;134662243;134662243;134662685;134663294;134663294;134664151	134658329;134658329;134658329;134658595;134658595;134658595;134662360;134661892;134661892;134662360;134662775;134662775;134663389;134663392;134664859	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2043	287	272	542	611	302	625	Syf2	protein_coding	21.055033	52.299284	43.928327	62.674464	28.239707	48.32866	-1.3085462	-0.51174578	-0.77303624	-0.26129046	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000037242.9	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	134941280;134945819;134950775;134950775;134953335;134966173;134966173;134999829;134999829	134944576;134946000;134953460;134950881;134953460;134966282;134966282;135000125;135000125	-;-;-;-;-;-;-;-;-	6572	2164	1000	2530	2446	569	885	Clic4	protein_coding	158.75642	192.27678	205.05289	250.90301	53.2066	68.433382	-0.2762113	-0.29100517	-0.36249272	-0.071487547	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000028809.17	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135047795;135047802;135048405;135049344;135049601;135049601;135049601;135049601;135049787;135051079;135051225;135051225;135051225;135051225;135051225;135051225;135052130;135052130;135052130;135052130;135052130;135052130;135052130;135054403;135054403;135054403;135054403;135054403;135054403;135056315;135056315;135056315;135056315;135056480;135056684;135056684;135056684;135056684;135056684;135058789;135059032;135059032;135059032;135059032;135059032;135059032;135059469;135059469;135059469;135059469;135059469;135059469;135059469;135059469;135065115;135065115;135065115;135065115;135065115;135065115;135065115;135065580;135065860;135067814;135067814;135067814;135067814;135067814;135067814;135067814;135068158;135068158;135068158;135068158;135068158;135068158;135068158;135069681;135069681;135069681;135069681;135069681;135069681;135069681;135069722;135070948;135071175;135071175;135071175;135071175;135071175;135071175;135071810;135071810;135071810;135071810;135071810;135071810;135071810;135071839;135072507;135073003;135074046;135074046;135074046;135074046;135074046;135074046;135074046;135074426;135074426;135074426;135074426;135074426;135074426;135074426;135074426;135074426;135080408;135080408;135080408;135080408;135080408;135080408;135080408;135080408	135048765;135048765;135048765;135049810;135049810;135049810;135049810;135049810;135049810;135051420;135051420;135051372;135051420;135051420;135051420;135051420;135052160;135052591;135052591;135052591;135052591;135052591;135052591;135054534;135054534;135054534;135054534;135054534;135054534;135056356;135056356;135056356;135056356;135056828;135056828;135056828;135056828;135056828;135056828;135059118;135059118;135059118;135059118;135059118;135059118;135059118;135059549;135059549;135059544;135059549;135059549;135059549;135059549;135059549;135065389;135065384;135065389;135065389;135065389;135065389;135065389;135065897;135065897;135067933;135067933;135067915;135067933;135067933;135067918;135067933;135068346;135068346;135068346;135068346;135068346;135068346;135068346;135069829;135069773;135069884;135069884;135069884;135069884;135069884;135069794;135071290;135071290;135071290;135071290;135071290;135071290;135071290;135074168;135071980;135074168;135071980;135071980;135071980;135071980;135071980;135072788;135073756;135074168;135074168;135074168;135074168;135074168;135074168;135074168;135074515;135074515;135074515;135074515;135074515;135074515;135074515;135074515;135074515;135080513;135080462;135080453;135080445;135080447;135080555;135080555;135080632	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7299	4251	1261	3966	2578	373	564	Srrm1	protein_coding	311.86392	242.46102	321.43864	264.44316	34.878843	43.611782	0.36303148	0.28148905	-0.32153963	-0.60302868	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000059713.13	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135139619;135139619;135145691;135145691;135145754;135147557;135147557;135147557;135152525;135152525;135152525;135160923;135160923	135143909;135139801;135145862;135145862;135145862;135147730;135147730;135147730;135152756;135152753;135152578;135161134;135161164	-;-;-;-;-;-;-;-;-;-;-;-;-	5111	475	211	590	449	90	87	Rcan3	protein_coding	34.84718	40.570401	47.818659	46.057012	8.4158067	6.7273494	-0.21880314	0.054037691	0.31881761	0.26477992	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000028803.19	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135172731;135173448;135174442;135176203;135179197;135179488;135179578;135180777;135182184;135182184;135182184;135191097;135191097;135191097;135191097;135192999;135192999;135192999;135192999;135194158;135194158;135194158;135194158;135195817;135195817;135195817;135195817;135199196;135199196;135199196;135199196;135201635;135201635;135201635;135201635;135204744;135204744;135204744;135206847;135206847;135206847;135206871;135209783;135209783;135209783;135209783;135209788;135218244;135218244;135218244;135218244;135218244;135221741;135221741;135221741;135222034;135222302	135173056;135174716;135174716;135179883;135179883;135179883;135179883;135180858;135182374;135182215;135182646;135191191;135191191;135191191;135191191;135193062;135193062;135193062;135193062;135194246;135194246;135194246;135194246;135195952;135195952;135195952;135195952;135199292;135199292;135199292;135199292;135201765;135201780;135201780;135201780;135204803;135204803;135204803;135207018;135207018;135207018;135207018;135209851;135209851;135209851;135209851;135209851;135218593;135218593;135218593;135218593;135218593;135221934;135221817;135221817;135222280;135222349	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7588	410	124	549	247	366	201	Nipal3	protein_coding	30.078619	23.842321	44.495667	25.336485	34.22428	15.542497	0.33396378	0.8100042	1.1337587	0.32375446	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000037188.8	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135269199;135273554;135275724;135276550;135277607;135279057;135279311;135279847;135281824;135283114;135283398;135284155;135284479;135286414;135288480;135300719	135270084;135273618;135275809;135276638;135277641;135279193;135279389;135280005;135281918;135283225;135283551;135284228;135284824;135286475;135288666;135300941	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2789	70	136	667	225	218	206	Grhl3	protein_coding	5.135374	26.149642	54.059399	23.079794	20.384954	15.929126	-2.3259333	1.224344	0.35386887	-0.87047509	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000028676.18	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135583058;135583058;135583058;135583058;135583189;135583423;135583443;135585616;135585616;135585616;135585616;135585616;135585616;135585616;135586153;135586153;135589085;135589085;135589085;135589085;135589099;135589111;135589131;135590351;135590351;135590351;135590351;135590351;135590351;135590351;135590606;135590834;135590834;135590834;135590834;135590837;135590837;135590837;135591040;135591040;135591040;135594437;135594437;135594437	135583602;135583602;135583602;135583602;135583602;135583602;135583602;135585782;135586112;135585782;135585720;135585720;135585720;135585720;135586542;135586512;135589188;135589188;135589188;135589188;135589188;135589188;135589188;135590513;135590513;135590513;135590513;135590513;135590513;135590513;135590887;135590974;135590887;135590887;135590887;135591137;135590887;135590887;135591180;135593126;135593126;135595693;135597219;135595693	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7003	2035	580	1621	1663	199	265	Srsf10	protein_coding	149.29266	111.52053	131.37974	170.58533	18.608284	20.491352	0.42050681	-0.37649853	-0.13836133	0.23813721	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000028675.13	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135598229;135599635;135599762;135600206;135600206;135600206;135600588;135600985	135599765;135599765;135599765;135600372;135600410;135600410;135600881;135601161	-;-;-;-;-;-;-;-	2213	242	141	482	446	397	516	Pnrc2	protein_coding	17.753721	27.111026	39.065413	45.749281	37.123058	39.900141	-0.60796654	-0.22731896	-0.1038085	0.12351046	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000028673.11	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135648046;135650278;135652860;135657147;135657210;135660210;135660210;135660256;135660383;135662001;135662001;135662001;135662001;135663955;135664234;135664284;135666385;135666385;135666385	135648461;135650412;135652997;135657315;135657315;135660410;135660410;135660410;135660410;135662015;135662031;135662600;135662191;135664333;135664333;135664333;135666600;135667622;135666600	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3276	280	169	532	397	762	511	Fuca1	protein_coding	20.541496	32.494776	43.117841	40.723015	71.25383	39.513512	-0.65909323	0.082244275	0.84899825	0.76675398	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000028672.14	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135673759;135673776;135675841;135677861;135677861;135677861;135679682;135679682;135679682;135680600;135681168;135681168;135681168;135682898;135682898;135682898;135686034;135686034;135686034;135687038;135687288;135687288;135687288;135687643;135688094;135688094;135688094;135689420;135689420;135689420	135673851;135673851;135676158;135677944;135677944;135677944;135679789;135679789;135679789;135680744;135681263;135681263;135681263;135683046;135683046;135683046;135686060;135686097;135686097;135687139;135687476;135687476;135687476;135688219;135688219;135688219;135688219;135689527;135689928;135689928	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2434	229	131	564	318	252	273	Hmgcl	protein_coding	16.800009	25.188258	45.711396	32.619443	23.564259	21.109959	-0.58144365	0.48555834	0.15796793	-0.32759041	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000028671.17	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135691038;135691068;135691071;135691128;135692476;135692506;135692537;135692645;135692645;135692645;135692877;135692877;135692877;135692877;135692877;135692930;135693314;135693314;135693314;135693314;135693314;135693565;135693681;135693681;135693681;135693681;135694124;135694124;135694124;135694124;135694323;135694323;135694323;135694482;135694482;135694482;135694663;135694663;135694663;135694900;135694900;135694900;135695112;135695112	135691099;135691099;135691099;135691407;135692767;135692992;135692767;135692767;135692767;135692767;135692992;135692992;135692930;135692940;135692992;135692992;135693427;135693427;135693427;135693427;135693427;135693857;135693857;135693857;135694183;135693857;135694237;135694237;135694237;135694237;135694389;135694389;135694389;135694567;135694567;135694567;135694740;135694740;135694740;135695014;135695014;135695014;135695489;135695489	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2370	103	130	279	258	94	194	Gale	protein_coding	7.556336	24.995981	22.612552	26.464831	8.7898425	15.001216	-1.7127303	-0.22602771	-0.76443495	-0.53840725	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000028670.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135695535;135695535;135696012;135696075;135696455;135696455;135696455;135696739;135696739;135696739;135696739;135696912;135696912;135696912;135697114;135697114;135697114;135697114;135697270;135697270;135697270;135697270;135697765;135697765;135697765;135697765;135697919;135697919;135697919;135697961;135698171;135698171;135698171;135699170;135699829;135699829;135699829	135696378;135696378;135696628;135696378;135696628;135696628;135696628;135696985;135696840;135696840;135696840;135696985;135696985;135696985;135697184;135697184;135697184;135697184;135697317;135697317;135697317;135697317;135697830;135697781;135697830;135697830;135697950;135697950;135697950;135698276;135698276;135698276;135698276;135699240;135699914;135699899;135699937	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2054	108	152	511	274	232	323	Lypla2	protein_coding	7.9231484	29.226071	41.415821	28.106061	21.694079	24.976251	-1.8699434	0.55765604	-0.20238543	-0.76004147	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000028669.16	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135702771;135703377;135703705;135703707;135704460;135704460;135704460;135704460;135704518;135705853;135706108;135706108;135706108;135706108;135706108;135713114;135713252;135713252;135713252;135713252;135713562;135713703;135713703;135713703;135713725;135714179;135714179;135714249;135714249	135703807;135703807;135703807;135703807;135704568;135704568;135704568;135704568;135704568;135706212;135706212;135706212;135706425;135706212;135706212;135713249;135713329;135713329;135713329;135713329;135713633;135713746;135713777;135713746;135713746;135714398;135714228;135714392;135714575	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2477	442	172	460	407	117	179	Pithd1	protein_coding	32.426218	33.071606	37.282344	41.748784	10.940549	13.841328	-0.028345768	-0.16282866	-0.33655613	-0.17372748	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000028668.6	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135730679;135733482;135734423;135735091;135736357;135736557;135737061;135737540;135740181;135741711;135748862	135732988;135733660;135734534;135735271;135736454;135736712;135737175;135738719;135740287;135741767;135749074	-;-;-;-;-;-;-;-;-;-;-	4708	250	151	434	393	45	83	Eloa	protein_coding	18.340621	29.033794	35.175081	40.312708	4.2079033	6.418046	-0.65980632	-0.19615961	-0.59745365	-0.40129404	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000059291.16	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135755576;135755576;135755937;135755937;135775123;135777042;135777258;135777301;135777591;135777591;135777591;135777591;135777643;135777944;135778339;135778482;135778482;135778482;135778482;135778552;135778925;135778925;135778925;135778925;135778925;135778925;135778925;135779878;135779878;135779878;135779878;135779878;135779878;135779878;135779878;135780281;135780659;135780659	135755831;135755831;135756016;135756109;135775164;135777327;135777327;135777327;135777701;135777701;135777837;135777701;135777701;135778613;135779031;135778613;135778613;135778613;135778613;135778613;135779027;135779027;135779031;135779031;135779031;135779031;135779031;135780028;135780065;135780017;135780027;135780028;135780307;135780028;135779996;135780401;135780739;135780704	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2697	162	251	354	251	4075	4194	Rpl11	protein_coding	11.884723	48.261472	28.691195	25.746793	381.04902	324.30464	-2.0126616	0.1556424	0.23256074	0.076918341	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000007872.4	chr4;chr4;chr4;chr4;chr4;chr4;chr4	135870808;135871175;135871605;135871605;135872191;135872285;135872894	135871489;135871489;135872027;135871687;135872703;135872388;135873066	+;+;+;+;+;+;+	1791	39	183	460	278	606	536	Id3	protein_coding	2.8611369	35.186651	37.282344	28.516368	56.666432	41.446658	-3.5748994	0.38551645	0.45030561	0.06478916	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000001604.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	135975040;135975263;135975284;135981057;135981057;135981057;135981776;135981776;135981776;135982461;135982461;135982461;135985235;135985235;135985235;135991758;135991758;135991758;135992183;135992183;135995320;135995320;135998544;135998544;136000955;136002091	135975116;135975428;135975428;135981119;135981119;135981119;135981953;135981881;135981881;135982599;135982599;135982599;135985297;135985297;135985297;135991795;135991921;135991921;135992239;135992239;135995474;135995474;135998690;135998615;136001026;136002209	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1400	658	557	1229	1561	385	832	Tcea3	protein_coding	48.272515	107.09817	99.608697	160.12248	36.000951	64.335112	-1.1480208	-0.68428536	-0.83581022	-0.15152485	True	0.1	True	True	True	True	True	True	50-100%	False
